episode,total_reward,steps,solved,epsilon
885,23.00,85,1,0.4125
886,17.50,130,1,0.4121
887,-2.50,1106,1,0.4117
888,-20.00,1643,1,0.4113
889,-1.50,1114,1,0.4109
890,16.50,210,1,0.4105
891,-83.00,4567,1,0.4101
892,-85.00,4900,0,0.4097
893,22.50,52,1,0.4092
894,-18.00,1849,1,0.4088
895,-26.50,2092,1,0.4084
896,-74.50,4084,1,0.4080
897,21.50,60,1,0.4076
898,16.50,390,1,0.4072
899,-82.50,4588,1,0.4068
900,-71.50,4900,0,0.4064
901,22.50,70,1,0.4060
902,-64.50,3608,1,0.4056
903,6.50,704,1,0.4052
904,-95.00,4900,0,0.4048
905,-72.50,4900,0,0.4044
906,-58.50,4900,0,0.4040
907,-16.50,2234,1,0.4036
908,-69.50,4900,0,0.4031
909,-58.50,4424,1,0.4027
910,21.00,59,1,0.4023
911,13.50,588,1,0.4019
912,-4.50,1194,1,0.4015
913,19.00,67,1,0.4011
914,-67.50,4900,0,0.4007
915,-56.00,3629,1,0.4003
916,-18.50,1924,1,0.3999
917,-37.00,2779,1,0.3995
918,19.00,383,1,0.3991
919,4.00,763,1,0.3987
920,-93.00,4701,1,0.3983
921,-36.00,2663,1,0.3979
922,-40.50,2500,1,0.3975
923,-73.50,4900,0,0.3971
924,-32.00,3165,1,0.3967
925,22.00,133,1,0.3963
926,21.00,49,1,0.3960
927,20.00,61,1,0.3956
928,-51.00,3773,1,0.3952
929,2.50,990,1,0.3948
930,-99.50,4816,1,0.3944
931,20.50,50,1,0.3940
932,-4.50,1236,1,0.3936
933,-56.00,3381,1,0.3932
934,-79.50,4900,0,0.3928
935,21.50,54,1,0.3924
936,-8.00,1247,1,0.3920
937,0.00,817,1,0.3916
938,-66.50,4900,0,0.3912
939,-34.50,2774,1,0.3908
940,19.50,80,1,0.3904
941,16.00,327,1,0.3901
942,2.00,781,1,0.3897
943,-13.00,1829,1,0.3893
944,18.00,241,1,0.3889
945,21.00,53,1,0.3885
946,-44.00,3175,1,0.3881
947,22.00,83,1,0.3877
948,-67.50,4900,0,0.3873
949,-24.50,2372,1,0.3869
950,-79.50,4900,0,0.3866
951,-16.50,2186,1,0.3862
952,-65.50,4900,0,0.3858
953,-66.00,4900,0,0.3854
954,-52.50,4900,0,0.3850
955,-60.00,4900,0,0.3846
956,18.50,164,1,0.3842
957,17.00,293,1,0.3839
958,13.50,410,1,0.3835
959,19.00,79,1,0.3831
960,-12.00,2129,1,0.3827
961,10.50,620,1,0.3823
962,-57.50,3146,1,0.3819
963,14.00,235,1,0.3816
964,21.00,61,1,0.3812
965,0.00,823,1,0.3808
966,8.00,475,1,0.3804
967,-35.50,2954,1,0.3800
968,20.50,68,1,0.3797
969,-78.50,4900,0,0.3793
970,14.50,440,1,0.3789
971,-28.00,2715,1,0.3785
972,15.00,425,1,0.3781
973,-16.50,1906,1,0.3778
974,-76.00,4900,0,0.3774
975,-6.00,1045,1,0.3770
976,-69.50,4900,0,0.3766
977,-33.00,3329,1,0.3763
978,-82.50,4736,1,0.3759
979,7.50,800,1,0.3755
980,-14.50,1636,1,0.3751
981,22.50,50,1,0.3748
982,-26.50,2102,1,0.3744
983,18.00,371,1,0.3740
984,22.50,120,1,0.3736
985,-56.50,3332,1,0.3733
986,-13.00,1735,1,0.3729
987,-53.00,2697,1,0.3725
988,-25.00,2213,1,0.3721
989,-64.50,4900,0,0.3718
990,-82.50,4900,0,0.3714
991,-79.50,4900,0,0.3710
992,22.50,62,1,0.3707
993,-75.50,4900,0,0.3703
994,-52.00,4900,0,0.3699
995,-15.00,2147,1,0.3695
996,-42.50,3472,1,0.3692
997,-79.50,4900,0,0.3688
998,22.50,188,1,0.3684
999,22.00,61,1,0.3681
1000,-56.50,4900,0,0.3677
1001,18.50,174,1,0.3673
1002,-35.00,3015,1,0.3670
1003,20.50,118,1,0.3666
1004,-52.00,4900,0,0.3662
1005,-77.00,4900,0,0.3659
1006,-41.00,4900,0,0.3655
1007,-61.50,4900,0,0.3651
1008,-51.50,4900,0,0.3648
1009,22.50,56,1,0.3644
1010,-68.50,4900,0,0.3640
1011,11.00,509,1,0.3637
1012,-43.50,4900,0,0.3633
1013,-21.00,2649,1,0.3629
1014,22.50,52,1,0.3626
1015,-4.00,1629,1,0.3622
1016,4.00,755,1,0.3619
1017,-67.50,4324,1,0.3615
1018,-73.00,4900,0,0.3611
1019,-10.50,1820,1,0.3608
1020,-52.50,4900,0,0.3604
1021,21.50,60,1,0.3601
1022,1.00,1149,1,0.3597
1023,-48.50,4900,0,0.3593
1024,-42.50,4900,0,0.3590
1025,19.50,60,1,0.3586
1026,-57.00,4900,0,0.3583
1027,-55.50,4900,0,0.3579
1028,-56.00,4900,0,0.3575
1029,20.50,52,1,0.3572
1030,10.50,510,1,0.3568
1031,23.50,52,1,0.3565
1032,17.00,93,1,0.3561
1033,-39.00,4900,0,0.3558
1034,-51.00,4900,0,0.3554
1035,21.50,62,1,0.3550
1036,-61.50,4900,0,0.3547
1037,-42.00,4900,0,0.3543
1038,-61.00,4900,0,0.3540
1039,23.00,59,1,0.3536
1040,-38.00,4439,1,0.3533
1041,16.50,278,1,0.3529
1042,-15.00,1615,1,0.3526
1043,-48.50,4900,0,0.3522
1044,-44.50,4900,0,0.3519
1045,-44.00,3613,1,0.3515
1046,-39.00,4900,0,0.3512
1047,-66.00,4311,1,0.3508
1048,-47.00,4900,0,0.3505
1049,-40.50,4900,0,0.3501
1050,23.00,65,1,0.3498
1051,-40.50,4900,0,0.3494
1052,-13.00,1775,1,0.3491
1053,-32.00,2885,1,0.3487
1054,-41.50,4900,0,0.3484
1055,-6.00,2045,1,0.3480
1056,9.50,758,1,0.3477
1057,21.50,52,1,0.3473
1058,-30.50,4900,0,0.3470
1059,-58.00,4900,0,0.3466
1060,18.00,67,1,0.3463
1061,20.00,101,1,0.3459
1062,17.50,66,1,0.3456
1063,-44.50,4026,1,0.3452
1064,0.00,1853,1,0.3449
1065,-42.50,4900,0,0.3445
1066,-43.00,4900,0,0.3442
1067,-38.00,4900,0,0.3439
1068,-49.50,4900,0,0.3435
1069,-6.00,1815,1,0.3432
1070,-9.00,1759,1,0.3428
1071,-45.00,4900,0,0.3425
1072,-13.50,2738,1,0.3421
1073,-54.50,4900,0,0.3418
1074,-56.00,4900,0,0.3415
1075,-42.00,3735,1,0.3411
1076,-42.00,4900,0,0.3408
1077,-38.50,4900,0,0.3404
1078,-23.00,4900,0,0.3401
1079,-38.00,4325,1,0.3398
1080,-49.50,4900,0,0.3394
1081,10.00,857,1,0.3391
1082,-30.50,4900,0,0.3387
1083,-68.00,4900,0,0.3384
1084,-48.00,4900,0,0.3381
1085,18.50,378,1,0.3377
1086,14.50,420,1,0.3374
1087,-38.00,3325,1,0.3370
1088,-58.50,4900,0,0.3367
1089,-48.00,4900,0,0.3364
1090,-33.00,4900,0,0.3360
1091,-48.50,4900,0,0.3357
1092,-1.50,1282,1,0.3354
1093,16.00,505,1,0.3350
1094,-50.50,4900,0,0.3347
1095,-53.00,4900,0,0.3344
1096,-32.00,4900,0,0.3340
1097,-38.50,4900,0,0.3337
1098,22.00,63,1,0.3334
1099,-55.50,4900,0,0.3330
1100,0.50,1694,1,0.3327
1101,-45.50,4376,1,0.3324
1102,-47.00,4900,0,0.3320
1103,23.00,61,1,0.3317
1104,-28.50,4900,0,0.3314
1105,-24.00,2941,1,0.3310
1106,-43.00,4900,0,0.3307
1107,1.00,1225,1,0.3304
1108,-42.00,4900,0,0.3300
1109,-46.50,4900,0,0.3297
1110,-45.50,3920,1,0.3294
1111,-58.00,4385,1,0.3290
1112,-51.50,4900,0,0.3287
1113,-40.00,4900,0,0.3284
1114,-14.00,2027,1,0.3281
1115,-43.50,4900,0,0.3277
1116,-30.50,4900,0,0.3274
1117,21.00,163,1,0.3271
1118,22.00,67,1,0.3268
1119,-52.00,4900,0,0.3264
1120,-24.50,3038,1,0.3261
1121,7.50,1132,1,0.3258
1122,20.00,63,1,0.3254
1123,-41.50,4900,0,0.3251
1124,-53.00,4900,0,0.3248
1125,-31.50,3182,1,0.3245
1126,14.50,782,1,0.3241
1127,3.00,1499,1,0.3238
1128,-62.00,4865,1,0.3235
1129,20.00,57,1,0.3232
1130,-32.50,4900,0,0.3229
1131,21.50,60,1,0.3225
1132,-50.50,4900,0,0.3222
1133,3.50,1388,1,0.3219
1134,-16.50,2218,1,0.3216
1135,-40.50,4900,0,0.3212
1136,4.00,1075,1,0.3209
1137,-59.00,4900,0,0.3206
1138,-47.50,4900,0,0.3203
1139,-44.50,4370,1,0.3200
1140,-47.00,4900,0,0.3196
1141,-34.50,4900,0,0.3193
1142,8.00,871,1,0.3190
1143,20.00,53,1,0.3187
1144,-29.50,4346,1,0.3184
1145,-68.50,4900,0,0.3180
1146,23.00,53,1,0.3177
1147,-28.00,4031,1,0.3174
1148,-30.50,4900,0,0.3171
1149,-10.00,2069,1,0.3168
1150,20.50,102,1,0.3165
1151,-47.50,4900,0,0.3161
1152,-20.50,1992,1,0.3158
1153,-46.50,4900,0,0.3155
1154,11.50,918,1,0.3152
1155,21.50,48,1,0.3149
1156,-51.50,4566,1,0.3146
1157,-17.50,4900,0,0.3142
1158,-30.50,4900,0,0.3139
1159,-37.50,4900,0,0.3136
1160,20.00,321,1,0.3133
1161,-43.00,3363,1,0.3130
1162,23.00,79,1,0.3127
1163,4.50,1004,1,0.3124
1164,9.50,858,1,0.3121
1165,-12.50,2118,1,0.3117
1166,-46.50,4900,0,0.3114
1167,23.00,41,1,0.3111
1168,21.00,91,1,0.3108
1169,-44.00,4900,0,0.3105
1170,-44.00,4900,0,0.3102
1171,19.50,60,1,0.3099
1172,-24.50,4900,0,0.3096
1173,-38.50,4900,0,0.3093
1174,-24.50,2996,1,0.3089
1175,-36.50,4900,0,0.3086
1176,-14.50,3136,1,0.3083
1177,-34.00,4900,0,0.3080
1178,1.50,1634,1,0.3077
1179,20.50,62,1,0.3074
1180,18.50,282,1,0.3071
1181,-45.00,4900,0,0.3068
1182,-54.50,4900,0,0.3065
1183,23.00,41,1,0.3062
1184,5.00,1439,1,0.3059
1185,-49.50,4592,1,0.3056
1186,-49.00,4900,0,0.3053
1187,17.50,292,1,0.3050
1188,-51.00,4900,0,0.3046
1189,-35.00,4900,0,0.3043
1190,20.00,53,1,0.3040
1191,-34.00,4900,0,0.3037
1192,-53.00,4900,0,0.3034
1193,-35.00,4900,0,0.3031
1194,-18.50,2348,1,0.3028
1195,22.00,45,1,0.3025
1196,8.50,962,1,0.3022
1197,8.50,718,1,0.3019
1198,-46.00,4900,0,0.3016
1199,-38.00,4900,0,0.3013
1200,9.50,910,1,0.3010
1201,23.00,51,1,0.3007
1202,-30.50,4900,0,0.3004
1203,-26.50,4900,0,0.3001
1204,21.50,50,1,0.2998
1205,-32.50,2912,1,0.2995
1206,-33.50,3926,1,0.2992
1207,-43.00,4900,0,0.2989
1208,-28.00,4900,0,0.2986
1209,-37.50,4900,0,0.2983
1210,-4.50,1930,1,0.2980
1211,-38.50,4900,0,0.2977
1212,-35.00,4900,0,0.2974
1213,21.50,50,1,0.2971
1214,-30.00,4513,1,0.2968
1215,-46.50,4900,0,0.2965
1216,-33.50,4900,0,0.2962
1217,-21.00,4900,0,0.2959
1218,-35.50,4900,0,0.2956
1219,-13.00,2827,1,0.2953
1220,-34.50,4022,1,0.2951
1221,-24.50,4900,0,0.2948
1222,-7.50,2262,1,0.2945
1223,-34.00,4900,0,0.2942
1224,-42.00,4900,0,0.2939
1225,-34.00,4900,0,0.2936
1226,-27.50,4900,0,0.2933
1227,-28.50,4900,0,0.2930
1228,-32.00,4900,0,0.2927
1229,3.00,1449,1,0.2924
1230,15.50,578,1,0.2921
1231,-22.50,2670,1,0.2918
1232,-49.50,4320,1,0.2915
1233,18.50,128,1,0.2912
1234,-29.50,4900,0,0.2909
1235,-44.00,4900,0,0.2907
1236,-29.50,4900,0,0.2904
1237,-43.50,4900,0,0.2901
1238,-45.00,4900,0,0.2898
1239,-27.50,4900,0,0.2895
1240,-39.00,4900,0,0.2892
1241,-37.50,4900,0,0.2889
1242,-29.00,4900,0,0.2886
1243,-24.00,4900,0,0.2883
1244,23.00,63,1,0.2880
1245,-28.00,4333,1,0.2878
1246,-23.00,4900,0,0.2875
1247,-33.00,4900,0,0.2872
1248,-41.50,4900,0,0.2869
1249,22.00,47,1,0.2866
1250,-31.00,4900,0,0.2863
1251,-22.50,4900,0,0.2860
1252,11.50,652,1,0.2858
1253,-7.50,2882,1,0.2855
1254,-36.50,4900,0,0.2852
1255,1.00,1633,1,0.2849
1256,-31.00,4057,1,0.2846
1257,-39.00,4900,0,0.2843
1258,20.00,63,1,0.2840
1259,-32.50,4900,0,0.2838
1260,-32.50,4900,0,0.2835
1261,1.00,1579,1,0.2832
1262,-29.00,4900,0,0.2829
1263,-41.00,4681,1,0.2826
1264,23.50,42,1,0.2823
1265,19.00,301,1,0.2821
1266,19.50,60,1,0.2818
1267,18.50,156,1,0.2815
1268,-38.50,4900,0,0.2812
1269,-21.00,4900,0,0.2809
1270,-45.50,4900,0,0.2807
1271,-21.50,4900,0,0.2804
1272,-23.50,4900,0,0.2801
1273,-36.00,4900,0,0.2798
1274,-22.00,4900,0,0.2795
1275,-31.00,3913,1,0.2793
1276,23.00,49,1,0.2790
1277,-24.50,4900,0,0.2787
1278,6.00,1061,1,0.2784
1279,-27.00,3295,1,0.2781
1280,-39.00,4900,0,0.2779
1281,21.50,58,1,0.2776
1282,-38.50,4900,0,0.2773
1283,-11.00,2095,1,0.2770
1284,-41.00,4900,0,0.2767
1285,-33.00,4900,0,0.2765
1286,-30.50,4900,0,0.2762
1287,22.50,46,1,0.2759
1288,-29.00,4900,0,0.2756
1289,-26.50,4900,0,0.2754
1290,-15.00,4900,0,0.2751
1291,-23.50,4900,0,0.2748
1292,17.50,248,1,0.2745
1293,-5.50,2058,1,0.2743
1294,22.00,53,1,0.2740
1295,-28.00,4900,0,0.2737
1296,-14.50,4900,0,0.2734
1297,-26.50,3764,1,0.2732
1298,22.00,51,1,0.2729
1299,-33.00,4900,0,0.2726
1300,-35.00,4900,0,0.2724
1301,23.00,53,1,0.2721
1302,19.00,61,1,0.2718
1303,-22.00,4900,0,0.2715
1304,20.00,53,1,0.2713
1305,20.00,69,1,0.2710
1306,20.50,136,1,0.2707
1307,-15.50,4900,0,0.2705
1308,-28.50,4900,0,0.2702
1309,-5.50,2484,1,0.2699
1310,-35.50,4900,0,0.2696
1311,-25.50,4198,1,0.2694
1312,-9.00,4900,0,0.2691
1313,-23.00,4900,0,0.2688
1314,22.50,50,1,0.2686
1315,13.00,661,1,0.2683
1316,-26.50,4900,0,0.2680
1317,0.00,1697,1,0.2678
1318,-27.00,4900,0,0.2675
1319,-34.00,3725,1,0.2672
1320,-35.00,4037,1,0.2670
1321,-27.00,4900,0,0.2667
1322,-28.00,4900,0,0.2664
1323,-34.50,4900,0,0.2662
1324,-27.00,4900,0,0.2659
1325,-34.50,4900,0,0.2656
1326,-21.50,4900,0,0.2654
1327,-24.50,4900,0,0.2651
1328,-26.50,4900,0,0.2648
1329,-18.50,4900,0,0.2646
1330,-15.50,4900,0,0.2643
1331,-29.00,4900,0,0.2640
1332,-26.00,4900,0,0.2638
1333,-19.00,4900,0,0.2635
1334,-25.50,4900,0,0.2632
1335,-19.00,4900,0,0.2630
1336,-9.00,4900,0,0.2627
1337,-28.50,4900,0,0.2625
1338,22.00,51,1,0.2622
1339,-23.00,4900,0,0.2619
1340,-20.50,4900,0,0.2617
1341,-17.50,4900,0,0.2614
1342,-15.00,4900,0,0.2611
1343,-20.50,4900,0,0.2609
1344,22.50,48,1,0.2606
1345,-25.50,4900,0,0.2604
1346,-23.50,4462,1,0.2601
1347,-30.00,4900,0,0.2598
1348,-27.50,4900,0,0.2596
1349,-7.50,4900,0,0.2593
1350,-29.50,4900,0,0.2591
1351,-26.00,4900,0,0.2588
1352,23.00,57,1,0.2585
1353,-11.00,4900,0,0.2583
1354,-32.00,4900,0,0.2580
1355,24.00,37,1,0.2578
1356,-19.00,4900,0,0.2575
1357,-16.50,4900,0,0.2573
1358,-15.50,4900,0,0.2570
1359,-21.00,4900,0,0.2567
1360,-23.50,4900,0,0.2565
1361,-12.00,3647,1,0.2562
1362,-18.50,4900,0,0.2560
1363,23.00,47,1,0.2557
1364,7.00,1519,1,0.2555
1365,-17.00,4900,0,0.2552
1366,17.00,745,1,0.2550
1367,21.50,48,1,0.2547
1368,-25.00,4900,0,0.2544
1369,-32.50,4900,0,0.2542
1370,21.50,62,1,0.2539
1371,-36.00,4900,0,0.2537
1372,-29.00,4900,0,0.2534
1373,-16.50,4900,0,0.2532
1374,-24.50,4900,0,0.2529
1375,-8.00,4900,0,0.2527
1376,-14.00,4900,0,0.2524
1377,2.00,1587,1,0.2522
1378,-33.00,4900,0,0.2519
1379,-10.50,3094,1,0.2517
1380,-18.50,3438,1,0.2514
1381,-13.00,4900,0,0.2512
1382,-29.50,4900,0,0.2509
1383,-28.50,4900,0,0.2507
1384,-31.00,4900,0,0.2504
1385,-21.50,4900,0,0.2502
1386,-34.00,4795,1,0.2499
1387,-29.50,4900,0,0.2497
1388,-37.50,4704,1,0.2494
1389,-30.50,4900,0,0.2492
1390,-22.50,4900,0,0.2489
1391,-14.50,4900,0,0.2487
1392,-22.50,4900,0,0.2484
1393,-4.00,1971,1,0.2482
1394,-26.00,4900,0,0.2479
1395,-21.00,4900,0,0.2477
1396,-11.50,4900,0,0.2474
1397,-7.00,3723,1,0.2472
1398,-28.00,4900,0,0.2469
1399,-13.00,4900,0,0.2467
1400,-12.50,4900,0,0.2464
1401,-10.00,4900,0,0.2462
1402,-31.50,4442,1,0.2459
1403,-19.50,4900,0,0.2457
1404,-30.00,4900,0,0.2454
1405,-23.00,3721,1,0.2452
1406,-15.50,4900,0,0.2449
1407,-14.50,4294,1,0.2447
1408,-29.00,4900,0,0.2445
1409,-23.00,4343,1,0.2442
1410,-15.00,4900,0,0.2440
1411,-2.00,2769,1,0.2437
1412,-32.00,4900,0,0.2435
1413,-27.50,4900,0,0.2432
1414,20.50,380,1,0.2430
1415,-5.00,4900,0,0.2428
1416,-26.00,4900,0,0.2425
1417,-8.50,4900,0,0.2423
1418,-10.00,2637,1,0.2420
1419,-32.50,4900,0,0.2418
1420,-31.00,4900,0,0.2415
1421,21.50,54,1,0.2413
1422,-17.50,4900,0,0.2411
1423,-15.50,4900,0,0.2408
1424,-22.50,4900,0,0.2406
1425,12.00,757,1,0.2403
1426,-20.00,4900,0,0.2401
1427,-10.00,4900,0,0.2399
1428,-12.50,4900,0,0.2396
1429,-9.00,4900,0,0.2394
1430,-13.50,4900,0,0.2391
1431,-36.50,4900,0,0.2389
1432,-15.50,4900,0,0.2387
1433,7.50,2120,1,0.2384
1434,22.50,60,1,0.2382
1435,-29.00,4900,0,0.2379
1436,-25.50,4900,0,0.2377
1437,-17.00,4900,0,0.2375
1438,-14.50,4900,0,0.2372
1439,-10.00,4900,0,0.2370
1440,21.50,56,1,0.2368
1441,-18.50,4900,0,0.2365
1442,-22.50,4900,0,0.2363
1443,-13.50,4900,0,0.2360
1444,-9.00,4900,0,0.2358
1445,-7.00,4900,0,0.2356
1446,-13.50,4900,0,0.2353
1447,-11.50,4900,0,0.2351
1448,-18.00,4900,0,0.2349
1449,-17.00,4900,0,0.2346
1450,21.00,49,1,0.2344
1451,-12.50,4900,0,0.2342
1452,-9.00,3241,1,0.2339
1453,-15.50,4900,0,0.2337
1454,17.50,486,1,0.2335
1455,-12.00,4900,0,0.2332
1456,-15.00,4900,0,0.2330
1457,-21.50,4900,0,0.2328
1458,-16.50,4900,0,0.2325
1459,-8.00,2585,1,0.2323
1460,-17.00,4900,0,0.2321
1461,-21.50,4900,0,0.2318
1462,-1.00,2283,1,0.2316
1463,-8.50,4900,0,0.2314
1464,-17.50,4900,0,0.2311
1465,-10.50,4900,0,0.2309
1466,-19.00,4900,0,0.2307
1467,-20.50,4900,0,0.2304
1468,-10.00,4900,0,0.2302
1469,-17.50,4900,0,0.2300
1470,-5.50,4900,0,0.2298
1471,-16.00,4900,0,0.2295
1472,-10.50,4900,0,0.2293
1473,-15.50,4900,0,0.2291
1474,22.50,46,1,0.2288
1475,20.00,85,1,0.2286
1476,17.50,982,1,0.2284
1477,-20.00,4900,0,0.2282
1478,-15.00,3021,1,0.2279
1479,-11.50,3782,1,0.2277
1480,-24.00,4900,0,0.2275
1481,22.50,56,1,0.2272
1482,-21.00,4900,0,0.2270
1483,21.00,43,1,0.2268
1484,-14.50,4900,0,0.2266
1485,-19.00,4900,0,0.2263
1486,-6.00,4900,0,0.2261
1487,-5.00,4900,0,0.2259
1488,-19.00,3637,1,0.2257
1489,0.50,4900,0,0.2254
1490,-12.00,4900,0,0.2252
1491,-6.50,4900,0,0.2250
1492,22.50,48,1,0.2248
1493,-22.00,4900,0,0.2245
1494,-27.50,4900,0,0.2243
1495,-11.50,4900,0,0.2241
1496,-16.50,4900,0,0.2239
1497,3.50,3390,1,0.2236
1498,-14.00,4900,0,0.2234
1499,-12.50,4900,0,0.2232
1500,22.50,48,1,0.2230
1501,23.50,84,1,0.2227
1502,20.50,176,1,0.2225
1503,3.00,4900,0,0.2223
1504,-12.50,4900,0,0.2221
1505,-26.00,4900,0,0.2219
1506,-12.50,4900,0,0.2216
1507,-18.00,4900,0,0.2214
1508,-11.50,3348,1,0.2212
1509,-13.00,4900,0,0.2210
1510,-11.00,4900,0,0.2207
1511,-13.00,4900,0,0.2205
1512,-19.00,4900,0,0.2203
1513,-16.50,4900,0,0.2201
1514,-3.00,4900,0,0.2199
1515,-21.00,4900,0,0.2196
1516,-20.00,4499,1,0.2194
1517,-10.50,4900,0,0.2192
1518,-17.50,4900,0,0.2190
1519,-19.50,4900,0,0.2188
1520,-12.00,4900,0,0.2185
1521,-14.00,4900,0,0.2183
1522,1.50,4900,0,0.2181
1523,-10.00,4900,0,0.2179
1524,22.50,44,1,0.2177
1525,19.00,347,1,0.2175
1526,-13.00,4900,0,0.2172
1527,-17.50,4900,0,0.2170
1528,8.50,1524,1,0.2168
1529,-7.00,4900,0,0.2166
1530,-11.00,4900,0,0.2164
1531,-7.00,4900,0,0.2162
1532,-11.00,2949,1,0.2159
1533,-34.50,4900,0,0.2157
1534,-7.00,3725,1,0.2155
1535,-5.00,2459,1,0.2153
1536,-14.00,4900,0,0.2151
1537,-17.00,4900,0,0.2149
1538,22.50,164,1,0.2146
1539,21.00,159,1,0.2144
1540,-26.00,4900,0,0.2142
1541,-17.50,4900,0,0.2140
1542,-26.00,4900,0,0.2138
1543,17.00,329,1,0.2136
1544,-14.50,4900,0,0.2134
1545,-2.50,4900,0,0.2131
1546,-9.50,4900,0,0.2129
1547,-11.00,4900,0,0.2127
1548,-14.50,4900,0,0.2125
1549,-13.00,4900,0,0.2123
1550,-12.00,4900,0,0.2121
1551,-24.00,4900,0,0.2119
1552,-14.00,4900,0,0.2117
1553,-28.00,4900,0,0.2114
1554,-16.00,4900,0,0.2112
1555,-1.50,4900,0,0.2110
1556,-15.00,4705,1,0.2108
1557,23.50,44,1,0.2106
1558,21.50,64,1,0.2104
1559,-15.50,4900,0,0.2102
1560,-1.50,4900,0,0.2100
1561,-18.50,3626,1,0.2098
1562,-17.00,4900,0,0.2096
1563,-9.50,4900,0,0.2093
1564,-18.50,4900,0,0.2091
1565,0.00,3839,1,0.2089
1566,-11.00,4900,0,0.2087
1567,-9.00,4900,0,0.2085
1568,-2.00,4900,0,0.2083
1569,1.00,4900,0,0.2081
1570,-8.50,3412,1,0.2079
1571,-7.50,4900,0,0.2077
1572,-9.00,4900,0,0.2075
1573,20.00,51,1,0.2073
1574,-9.50,4900,0,0.2071
1575,-17.50,4900,0,0.2068
1576,-10.00,4900,0,0.2066
1577,-14.50,4900,0,0.2064
1578,-8.50,4900,0,0.2062
1579,-12.00,4900,0,0.2060
1580,-5.50,4900,0,0.2058
1581,-9.00,4900,0,0.2056
1582,-11.50,4900,0,0.2054
1583,-9.50,4900,0,0.2052
1584,23.00,53,1,0.2050
1585,1.00,4900,0,0.2048
1586,-19.50,4900,0,0.2046
1587,-13.50,4900,0,0.2044
1588,-15.50,4900,0,0.2042
1589,15.00,885,1,0.2040
1590,-5.50,4900,0,0.2038
1591,-20.00,4900,0,0.2036
1592,-18.50,4900,0,0.2034
1593,-1.50,4900,0,0.2032
1594,-7.50,4900,0,0.2029
1595,-2.50,4900,0,0.2027
1596,-5.00,4900,0,0.2025
1597,-5.50,4900,0,0.2023
1598,-14.00,4900,0,0.2021
1599,-12.50,4900,0,0.2019
1600,-7.00,4900,0,0.2017
1601,-1.00,4900,0,0.2015
1602,-3.00,4900,0,0.2013
1603,-15.00,4900,0,0.2011
1604,-16.50,4900,0,0.2009
1605,-10.00,4900,0,0.2007
1606,-7.50,4900,0,0.2005
1607,-3.50,4900,0,0.2003
1608,-20.50,4900,0,0.2001
1609,-1.00,4900,0,0.1999
1610,-11.00,4900,0,0.1997
1611,-14.50,4900,0,0.1995
1612,-4.50,4900,0,0.1993
1613,-2.00,4900,0,0.1991
1614,-11.50,4900,0,0.1989
1615,-16.50,4900,0,0.1987
1616,20.50,48,1,0.1985
1617,-9.50,4900,0,0.1983
1618,-13.50,4900,0,0.1981
1619,-6.00,4900,0,0.1979
1620,-10.00,4900,0,0.1977
1621,0.00,4900,0,0.1975
1622,-6.00,4900,0,0.1973
1623,-10.00,4900,0,0.1971
1624,-13.00,4900,0,0.1969
1625,-8.50,4900,0,0.1968
1626,-13.00,4900,0,0.1966
1627,-11.50,4900,0,0.1964
1628,-15.00,4900,0,0.1962
1629,-2.00,4900,0,0.1960
1630,-8.00,4900,0,0.1958
1631,-13.50,4900,0,0.1956
1632,-13.00,4900,0,0.1954
1633,-13.00,4900,0,0.1952
1634,-2.50,4900,0,0.1950
1635,-11.50,4900,0,0.1948
1636,-16.00,4900,0,0.1946
1637,-3.00,4900,0,0.1944
1638,-17.50,4900,0,0.1942
1639,-11.50,4900,0,0.1940
1640,-1.00,4900,0,0.1938
1641,-7.50,4900,0,0.1936
1642,-11.00,4900,0,0.1934
1643,-12.00,4900,0,0.1932
1644,-18.00,4900,0,0.1930
1645,-11.00,4900,0,0.1929
1646,-1.00,4900,0,0.1927
1647,24.00,41,1,0.1925
1648,23.00,53,1,0.1923
1649,-2.00,4900,0,0.1921
1650,21.00,155,1,0.1919
1651,8.50,1690,1,0.1917
1652,-2.50,4900,0,0.1915
1653,14.50,1168,1,0.1913
1654,-13.00,4900,0,0.1911
1655,-22.00,4900,0,0.1909
1656,-11.00,4900,0,0.1907
1657,-1.00,4900,0,0.1906
1658,-7.00,4900,0,0.1904
1659,-2.00,4900,0,0.1902
1660,-3.50,4900,0,0.1900
1661,0.00,4900,0,0.1898
1662,-7.50,4900,0,0.1896
1663,-17.00,4900,0,0.1894
1664,-16.50,4900,0,0.1892
1665,-9.50,4900,0,0.1890
1666,-10.50,4900,0,0.1888
1667,4.00,4900,0,0.1887
1668,-11.00,4900,0,0.1885
1669,-5.00,4900,0,0.1883
1670,1.00,4900,0,0.1881
1671,-5.50,4900,0,0.1879
1672,-8.00,4900,0,0.1877
1673,-12.00,4900,0,0.1875
1674,-5.00,4900,0,0.1873
1675,-15.00,4900,0,0.1872
1676,-7.00,4900,0,0.1870
1677,-5.50,4900,0,0.1868
1678,0.50,4900,0,0.1866
1679,-1.50,4900,0,0.1864
1680,-6.50,4900,0,0.1862
1681,-5.50,4900,0,0.1860
1682,-8.00,4900,0,0.1858
1683,-5.00,4900,0,0.1857
1684,23.00,43,1,0.1855
1685,-3.00,4900,0,0.1853
1686,1.00,4900,0,0.1851
1687,-11.50,4900,0,0.1849
