episode,total_reward,steps,solved,epsilon
252,12.00,135,1,0.7771
253,11.00,189,1,0.7764
254,1.00,425,1,0.7756
255,-3.00,259,1,0.7748
256,-30.00,647,1,0.7740
257,-10.50,402,1,0.7733
258,4.50,206,1,0.7725
259,13.00,139,1,0.7717
260,9.00,209,1,0.7710
261,11.00,141,1,0.7702
262,-80.00,1249,1,0.7694
263,-9.00,343,1,0.7686
264,-6.00,295,1,0.7679
265,0.00,263,1,0.7671
266,-66.50,1048,1,0.7663
267,12.00,149,1,0.7656
268,17.00,89,1,0.7648
269,14.50,138,1,0.7640
270,-21.50,514,1,0.7633
271,11.00,159,1,0.7625
272,7.00,169,1,0.7618
273,13.00,121,1,0.7610
274,-19.50,604,1,0.7602
275,-3.00,291,1,0.7595
276,14.00,167,1,0.7587
277,0.50,314,1,0.7579
278,-1.00,315,1,0.7572
279,7.50,156,1,0.7564
280,12.00,137,1,0.7557
281,6.00,405,1,0.7549
282,11.50,172,1,0.7542
283,0.00,199,1,0.7534
284,4.00,167,1,0.7527
285,6.00,189,1,0.7519
286,-22.50,706,1,0.7512
287,-13.50,602,1,0.7504
288,6.00,175,1,0.7497
289,8.50,176,1,0.7489
290,-3.50,360,1,0.7482
291,12.00,111,1,0.7474
292,-24.00,771,1,0.7467
293,4.50,170,1,0.7459
294,5.00,229,1,0.7452
295,8.00,235,1,0.7444
296,-4.50,466,1,0.7437
297,1.50,284,1,0.7429
298,15.00,97,1,0.7422
299,12.00,205,1,0.7414
300,-2.00,335,1,0.7407
301,6.00,219,1,0.7400
302,-33.50,822,1,0.7392
303,-49.50,1030,1,0.7385
304,-81.50,1522,1,0.7377
305,8.50,178,1,0.7370
306,3.00,233,1,0.7363
307,-33.00,859,1,0.7355
308,4.50,188,1,0.7348
309,5.50,156,1,0.7341
310,-5.00,503,1,0.7333
311,16.50,94,1,0.7326
312,3.00,389,1,0.7319
313,-5.00,511,1,0.7311
314,6.00,189,1,0.7304
315,16.50,90,1,0.7297
316,-12.00,537,1,0.7289
317,-18.00,535,1,0.7282
318,7.50,208,1,0.7275
319,14.50,170,1,0.7268
320,13.50,170,1,0.7260
321,-2.50,364,1,0.7253
322,-10.50,528,1,0.7246
323,-27.00,745,1,0.7239
324,-11.50,676,1,0.7231
325,6.00,207,1,0.7224
326,13.00,157,1,0.7217
327,13.50,104,1,0.7210
328,9.50,144,1,0.7202
329,-29.50,804,1,0.7195
330,0.50,294,1,0.7188
331,6.00,149,1,0.7181
332,21.50,74,1,0.7174
333,-8.00,495,1,0.7167
334,3.00,295,1,0.7159
335,9.50,238,1,0.7152
336,20.00,77,1,0.7145
337,-5.50,490,1,0.7138
338,11.50,132,1,0.7131
339,-13.00,533,1,0.7124
340,8.00,147,1,0.7116
341,-9.50,434,1,0.7109
342,16.50,114,1,0.7102
343,9.00,181,1,0.7095
344,12.50,124,1,0.7088
345,-12.00,459,1,0.7081
346,13.50,126,1,0.7074
347,16.00,133,1,0.7067
348,-31.00,811,1,0.7060
349,15.00,113,1,0.7053
350,16.50,170,1,0.7046
351,-49.00,1201,1,0.7039
352,15.00,123,1,0.7032
353,16.00,199,1,0.7025
354,-16.00,591,1,0.7018
355,0.50,298,1,0.7010
356,-2.50,350,1,0.7003
357,-6.00,685,1,0.6996
358,11.00,133,1,0.6989
359,-30.50,988,1,0.6982
360,12.50,152,1,0.6976
361,-84.50,1560,1,0.6969
362,12.00,167,1,0.6962
363,13.00,137,1,0.6955
364,13.00,123,1,0.6948
365,10.50,170,1,0.6941
366,4.50,330,1,0.6934
367,-52.00,1319,1,0.6927
368,17.00,171,1,0.6920
369,1.50,352,1,0.6913
370,-12.00,557,1,0.6906
371,20.50,88,1,0.6899
372,4.50,352,1,0.6892
373,8.50,224,1,0.6885
374,-7.50,564,1,0.6878
375,10.50,214,1,0.6872
376,18.50,82,1,0.6865
377,-31.50,770,1,0.6858
378,20.00,95,1,0.6851
379,13.00,157,1,0.6844
380,-43.00,1369,1,0.6837
381,-29.00,863,1,0.6830
382,-10.50,588,1,0.6824
383,11.50,234,1,0.6817
384,-46.50,1090,1,0.6810
385,8.50,296,1,0.6803
386,2.50,394,1,0.6796
387,12.00,151,1,0.6790
388,6.50,282,1,0.6783
389,-40.00,1023,1,0.6776
390,7.50,190,1,0.6769
391,-45.00,1161,1,0.6762
392,12.50,144,1,0.6756
393,-1.00,435,1,0.6749
394,11.00,163,1,0.6742
395,-3.00,507,1,0.6735
396,17.00,95,1,0.6729
397,10.50,112,1,0.6722
398,-0.50,462,1,0.6715
399,16.00,123,1,0.6709
400,-6.00,373,1,0.6702
401,17.00,97,1,0.6695
402,4.00,341,1,0.6688
403,-1.00,305,1,0.6682
404,16.00,93,1,0.6675
405,3.00,413,1,0.6668
406,7.00,295,1,0.6662
407,5.50,316,1,0.6655
408,17.00,119,1,0.6648
409,1.00,441,1,0.6642
410,-28.00,1009,1,0.6635
411,13.50,118,1,0.6629
412,1.00,385,1,0.6622
413,14.50,180,1,0.6615
414,-22.50,754,1,0.6609
415,-61.50,1626,1,0.6602
416,2.00,307,1,0.6595
417,-19.50,868,1,0.6589
418,-28.00,953,1,0.6582
419,-28.50,996,1,0.6576
420,2.00,333,1,0.6569
421,12.00,117,1,0.6563
422,17.00,71,1,0.6556
423,17.00,121,1,0.6549
424,15.00,135,1,0.6543
425,8.00,265,1,0.6536
426,15.50,100,1,0.6530
427,19.00,69,1,0.6523
428,17.00,133,1,0.6517
429,6.00,245,1,0.6510
430,15.50,164,1,0.6504
431,13.50,250,1,0.6497
432,12.00,89,1,0.6491
433,6.50,172,1,0.6484
434,-25.50,1020,1,0.6478
435,17.50,84,1,0.6471
436,14.50,104,1,0.6465
437,18.50,106,1,0.6458
438,17.00,91,1,0.6452
439,13.50,152,1,0.6445
440,15.50,120,1,0.6439
441,17.00,89,1,0.6433
442,19.50,112,1,0.6426
443,15.00,147,1,0.6420
444,-27.00,963,1,0.6413
445,16.50,68,1,0.6407
446,-69.50,1574,1,0.6400
447,-25.00,739,1,0.6394
448,20.50,70,1,0.6388
449,-1.00,513,1,0.6381
450,-25.00,1049,1,0.6375
451,-13.00,791,1,0.6368
452,7.50,306,1,0.6362
453,15.50,160,1,0.6356
454,16.00,107,1,0.6349
455,14.50,194,1,0.6343
456,13.00,127,1,0.6337
457,5.00,215,1,0.6330
458,6.50,354,1,0.6324
459,13.00,107,1,0.6318
460,14.00,217,1,0.6311
461,-72.00,1845,1,0.6305
462,-6.00,629,1,0.6299
463,12.00,125,1,0.6292
464,7.00,349,1,0.6286
465,13.50,184,1,0.6280
466,5.00,395,1,0.6274
467,-17.50,838,1,0.6267
468,-4.50,452,1,0.6261
469,-0.50,440,1,0.6255
470,16.00,91,1,0.6249
471,4.00,421,1,0.6242
472,16.00,135,1,0.6236
473,10.50,154,1,0.6230
474,-3.00,637,1,0.6224
475,18.00,139,1,0.6217
476,17.50,120,1,0.6211
477,-2.50,524,1,0.6205
478,-0.50,598,1,0.6199
479,-6.00,811,1,0.6193
480,-0.50,390,1,0.6186
481,-60.50,1710,1,0.6180
482,15.00,95,1,0.6174
483,17.00,129,1,0.6168
484,11.00,307,1,0.6162
485,10.50,438,1,0.6155
486,17.00,97,1,0.6149
487,15.00,123,1,0.6143
488,13.50,154,1,0.6137
489,17.50,84,1,0.6131
490,-168.00,3877,1,0.6125
491,-27.00,1049,1,0.6119
492,9.00,243,1,0.6113
493,-4.50,628,1,0.6106
494,18.00,79,1,0.6100
495,3.50,422,1,0.6094
496,-0.50,448,1,0.6088
497,15.00,89,1,0.6082
498,19.00,107,1,0.6076
499,5.50,364,1,0.6070
500,-120.00,2761,1,0.6064
501,5.50,446,1,0.6058
502,-69.00,1967,1,0.6052
503,18.50,108,1,0.6046
504,-33.00,1319,1,0.6040
505,19.50,84,1,0.6034
506,8.00,211,1,0.6027
507,8.00,261,1,0.6021
508,16.00,109,1,0.6015
509,-69.00,2087,1,0.6009
510,14.50,114,1,0.6003
511,11.00,153,1,0.5997
512,16.00,241,1,0.5991
513,-0.50,406,1,0.5985
514,10.00,205,1,0.5979
515,7.50,338,1,0.5973
516,15.00,145,1,0.5967
517,17.00,177,1,0.5962
518,13.00,201,1,0.5956
519,-60.50,1818,1,0.5950
520,5.00,379,1,0.5944
521,6.00,255,1,0.5938
522,15.50,82,1,0.5932
523,5.00,465,1,0.5926
524,-100.00,2583,1,0.5920
525,8.00,295,1,0.5914
526,17.00,87,1,0.5908
527,-2.00,547,1,0.5902
528,8.00,173,1,0.5896
529,9.00,291,1,0.5890
530,7.50,320,1,0.5884
531,-23.00,1027,1,0.5879
532,13.50,164,1,0.5873
533,6.00,329,1,0.5867
534,-9.00,541,1,0.5861
535,18.50,90,1,0.5855
536,10.50,274,1,0.5849
537,-194.00,4900,0,0.5843
538,-22.50,1078,1,0.5838
539,-6.50,644,1,0.5832
540,18.50,146,1,0.5826
541,11.50,438,1,0.5820
542,20.00,83,1,0.5814
543,-5.00,629,1,0.5808
544,4.50,534,1,0.5803
545,9.50,296,1,0.5797
546,18.50,134,1,0.5791
547,-17.00,821,1,0.5785
548,19.00,109,1,0.5779
549,-18.50,910,1,0.5774
550,18.00,103,1,0.5768
551,16.00,117,1,0.5762
552,15.50,132,1,0.5756
553,-81.50,2502,1,0.5751
554,-28.50,1222,1,0.5745
555,-65.50,2272,1,0.5739
556,-1.50,590,1,0.5733
557,22.00,73,1,0.5728
558,-116.50,3122,1,0.5722
559,-145.00,3933,1,0.5716
560,-60.50,2058,1,0.5710
561,18.00,69,1,0.5705
562,-24.00,1145,1,0.5699
563,11.50,230,1,0.5693
564,-89.00,2333,1,0.5688
565,17.00,195,1,0.5682
566,-10.50,738,1,0.5676
567,-27.00,1103,1,0.5671
568,-13.50,880,1,0.5665
569,-50.00,1717,1,0.5659
570,5.50,522,1,0.5654
571,-66.00,1983,1,0.5648
572,22.50,58,1,0.5642
573,-6.50,728,1,0.5637
574,17.50,92,1,0.5631
575,-11.50,652,1,0.5625
576,-48.50,1668,1,0.5620
577,3.00,483,1,0.5614
578,16.00,105,1,0.5609
579,14.50,292,1,0.5603
580,20.50,82,1,0.5597
581,17.50,102,1,0.5592
582,20.00,79,1,0.5586
583,-11.50,994,1,0.5581
584,17.50,72,1,0.5575
585,13.50,278,1,0.5569
586,18.00,87,1,0.5564
587,19.50,70,1,0.5558
588,0.00,651,1,0.5553
589,-135.00,4159,1,0.5547
590,17.00,87,1,0.5542
591,-10.50,824,1,0.5536
592,7.00,483,1,0.5531
593,-6.50,630,1,0.5525
594,2.00,643,1,0.5520
595,14.50,108,1,0.5514
596,-18.00,1109,1,0.5508
597,-25.00,1233,1,0.5503
598,-44.50,1558,1,0.5497
599,5.50,632,1,0.5492
600,-30.50,1192,1,0.5486
601,19.00,123,1,0.5481
602,-4.50,644,1,0.5476
603,9.00,347,1,0.5470
604,16.50,82,1,0.5465
605,13.50,160,1,0.5459
606,-171.50,4840,1,0.5454
607,21.50,64,1,0.5448
608,-4.00,619,1,0.5443
609,16.50,80,1,0.5437
610,17.00,65,1,0.5432
611,-32.00,1341,1,0.5426
612,19.00,73,1,0.5421
613,-53.00,2045,1,0.5416
614,-67.50,2726,1,0.5410
615,0.50,502,1,0.5405
616,20.00,113,1,0.5399
617,-23.00,999,1,0.5394
618,-10.50,856,1,0.5389
619,18.00,87,1,0.5383
620,-9.50,898,1,0.5378
621,-157.50,4900,0,0.5372
622,21.00,97,1,0.5367
623,17.50,72,1,0.5362
624,-20.50,1138,1,0.5356
625,20.50,74,1,0.5351
626,18.00,67,1,0.5346
627,-15.00,1153,1,0.5340
628,-23.50,1044,1,0.5335
629,-106.50,3568,1,0.5330
630,-43.50,1802,1,0.5324
631,-59.00,2131,1,0.5319
632,12.50,104,1,0.5314
633,-55.00,2083,1,0.5308
634,-77.00,2339,1,0.5303
635,17.50,80,1,0.5298
636,-94.50,2940,1,0.5292
637,-12.50,860,1,0.5287
638,23.00,51,1,0.5282
639,-26.00,1645,1,0.5277
640,-21.50,1240,1,0.5271
641,-27.50,1102,1,0.5266
642,19.00,63,1,0.5261
643,19.50,92,1,0.5255
644,21.50,68,1,0.5250
645,14.50,278,1,0.5245
646,-1.00,625,1,0.5240
647,21.00,75,1,0.5234
648,18.50,62,1,0.5229
649,20.00,63,1,0.5224
650,-41.50,1602,1,0.5219
651,16.50,110,1,0.5214
652,-23.50,1050,1,0.5208
653,-0.50,744,1,0.5203
654,-10.00,797,1,0.5198
655,-108.00,3077,1,0.5193
656,19.50,76,1,0.5188
657,-53.00,2131,1,0.5182
658,-2.50,960,1,0.5177
659,22.00,79,1,0.5172
660,15.50,244,1,0.5167
661,19.50,72,1,0.5162
662,-20.50,1402,1,0.5156
663,17.00,97,1,0.5151
664,5.00,485,1,0.5146
665,-51.00,2103,1,0.5141
666,16.00,89,1,0.5136
667,-6.00,757,1,0.5131
668,-145.00,4900,0,0.5126
669,-13.50,764,1,0.5120
670,18.50,102,1,0.5115
671,19.50,172,1,0.5110
672,-5.50,498,1,0.5105
673,21.50,74,1,0.5100
674,-21.50,1190,1,0.5095
675,17.50,78,1,0.5090
676,20.50,70,1,0.5085
677,-41.50,1810,1,0.5080
678,12.00,395,1,0.5075
679,-12.00,1039,1,0.5070
680,-23.50,1312,1,0.5064
681,-129.00,3749,1,0.5059
682,20.00,253,1,0.5054
683,17.50,74,1,0.5049
684,-55.50,1952,1,0.5044
685,18.50,108,1,0.5039
686,-13.50,1028,1,0.5034
687,-12.00,1013,1,0.5029
688,22.50,72,1,0.5024
689,-29.50,1056,1,0.5019
690,-30.00,1123,1,0.5014
691,19.00,87,1,0.5009
692,-102.50,3444,1,0.5004
693,-1.00,639,1,0.4999
694,20.50,90,1,0.4994
695,20.50,88,1,0.4989
696,-27.00,1375,1,0.4984
697,-93.50,3374,1,0.4979
698,21.50,72,1,0.4974
699,10.00,457,1,0.4969
700,20.00,59,1,0.4964
701,11.50,228,1,0.4959
702,-17.00,945,1,0.4954
703,-127.50,4900,0,0.4949
704,12.50,348,1,0.4944
705,-40.00,1727,1,0.4939
706,-5.50,776,1,0.4934
707,-122.50,4100,1,0.4929
708,18.50,286,1,0.4925
709,-111.50,4128,1,0.4920
710,-125.00,4809,1,0.4915
711,-49.00,2281,1,0.4910
712,6.00,591,1,0.4905
713,21.50,62,1,0.4900
714,-128.50,4900,0,0.4895
715,-60.00,2617,1,0.4890
716,-70.00,3133,1,0.4885
717,-83.50,3352,1,0.4880
718,20.00,57,1,0.4876
719,4.00,483,1,0.4871
720,12.00,405,1,0.4866
721,14.50,108,1,0.4861
722,21.50,68,1,0.4856
723,15.00,131,1,0.4851
724,-8.50,892,1,0.4846
725,-3.00,611,1,0.4841
726,-110.00,3685,1,0.4837
727,-51.50,1750,1,0.4832
728,21.50,68,1,0.4827
729,-68.50,2836,1,0.4822
730,-9.50,920,1,0.4817
731,19.00,111,1,0.4813
732,2.50,672,1,0.4808
733,-117.00,4900,0,0.4803
734,17.00,89,1,0.4798
735,22.50,84,1,0.4793
736,-29.00,1535,1,0.4788
737,-113.50,4540,1,0.4784
738,-21.00,1257,1,0.4779
739,-49.00,2027,1,0.4774
740,-1.00,915,1,0.4769
741,-25.50,1596,1,0.4765
742,21.00,71,1,0.4760
743,19.00,93,1,0.4755
744,20.00,55,1,0.4750
745,9.00,557,1,0.4746
746,-70.50,2746,1,0.4741
747,-115.00,4900,0,0.4736
748,-54.00,2479,1,0.4731
749,20.50,58,1,0.4727
750,-31.00,2167,1,0.4722
751,18.50,126,1,0.4717
752,-51.00,2675,1,0.4712
753,-69.50,3378,1,0.4708
754,9.00,283,1,0.4703
755,-115.00,4635,1,0.4698
756,-35.00,1719,1,0.4694
757,-31.00,1533,1,0.4689
758,-49.00,2123,1,0.4684
759,-37.00,1933,1,0.4680
760,-66.50,3008,1,0.4675
761,22.00,67,1,0.4670
762,-78.50,3674,1,0.4666
763,22.00,87,1,0.4661
764,-40.50,2334,1,0.4656
765,19.00,67,1,0.4652
766,7.50,826,1,0.4647
767,-12.00,1417,1,0.4642
768,-74.50,4176,1,0.4638
769,20.00,81,1,0.4633
770,-8.50,1090,1,0.4628
771,9.00,343,1,0.4624
772,-114.00,4900,0,0.4619
773,-86.00,4900,0,0.4614
774,-38.00,2309,1,0.4610
775,20.50,70,1,0.4605
776,-12.00,1277,1,0.4601
777,21.00,55,1,0.4596
778,8.00,449,1,0.4591
779,14.00,257,1,0.4587
780,-85.50,4900,0,0.4582
781,14.50,358,1,0.4578
782,-32.50,2020,1,0.4573
783,-42.50,1984,1,0.4569
784,12.00,489,1,0.4564
785,21.50,60,1,0.4559
786,-12.50,1214,1,0.4555
787,-107.00,4261,1,0.4550
788,22.00,65,1,0.4546
789,-17.50,1078,1,0.4541
790,18.50,62,1,0.4537
791,-3.00,737,1,0.4532
792,-13.50,1422,1,0.4528
793,-13.50,1630,1,0.4523
794,-17.50,1360,1,0.4519
795,-12.50,1130,1,0.4514
796,-15.00,1293,1,0.4510
797,-14.50,1806,1,0.4505
798,-0.50,892,1,0.4500
799,19.00,127,1,0.4496
800,-101.50,4900,0,0.4491
801,-27.00,2171,1,0.4487
802,-14.50,1386,1,0.4483
803,-96.00,4900,0,0.4478
804,17.50,58,1,0.4474
805,-35.00,2481,1,0.4469
806,-48.50,2956,1,0.4465
807,20.00,63,1,0.4460
808,-19.50,1508,1,0.4456
809,13.00,299,1,0.4451
810,20.50,146,1,0.4447
811,4.50,664,1,0.4442
812,-15.00,1315,1,0.4438
813,21.00,91,1,0.4433
814,16.00,325,1,0.4429
815,18.00,83,1,0.4425
816,-78.50,3960,1,0.4420
817,-13.50,1264,1,0.4416
818,19.50,64,1,0.4411
819,-86.00,4900,0,0.4407
820,9.50,446,1,0.4403
821,15.00,333,1,0.4398
822,-82.50,4900,0,0.4394
823,20.00,71,1,0.4389
824,10.50,352,1,0.4385
825,21.50,70,1,0.4381
826,10.00,491,1,0.4376
827,-97.50,4900,0,0.4372
828,-41.50,2922,1,0.4367
829,-25.00,1511,1,0.4363
830,19.50,76,1,0.4359
831,1.00,1209,1,0.4354
832,-107.50,4900,0,0.4350
833,19.50,70,1,0.4346
834,3.50,780,1,0.4341
835,-9.00,1283,1,0.4337
836,-40.00,1997,1,0.4333
837,-44.00,1909,1,0.4328
838,6.50,720,1,0.4324
839,-15.50,1812,1,0.4320
840,3.50,764,1,0.4315
841,-47.50,2598,1,0.4311
842,-113.50,4900,0,0.4307
843,18.00,59,1,0.4302
844,21.00,89,1,0.4298
845,-95.50,4900,0,0.4294
846,-45.00,2751,1,0.4289
847,-92.50,4900,0,0.4285
848,-19.50,1686,1,0.4281
849,17.50,76,1,0.4277
850,-16.50,1400,1,0.4272
851,-17.00,1299,1,0.4268
852,21.50,70,1,0.4264
853,17.50,174,1,0.4260
854,-15.00,1253,1,0.4255
855,22.00,59,1,0.4251
856,18.00,77,1,0.4247
857,-24.00,2013,1,0.4243
858,-16.50,1688,1,0.4238
859,14.50,294,1,0.4234
860,-9.00,1093,1,0.4230
861,2.00,745,1,0.4226
862,-102.50,4900,0,0.4221
863,-80.50,4900,0,0.4217
864,20.00,53,1,0.4213
865,1.50,1248,1,0.4209
866,-40.50,2570,1,0.4204
867,-79.00,4900,0,0.4200
868,-58.50,3440,1,0.4196
869,-79.00,4900,0,0.4192
870,20.50,66,1,0.4188
871,6.00,583,1,0.4184
872,18.50,220,1,0.4179
873,22.00,63,1,0.4175
874,-35.50,2760,1,0.4171
875,18.50,224,1,0.4167
876,-91.50,4900,0,0.4163
877,-51.00,3253,1,0.4158
878,21.50,70,1,0.4154
879,-18.50,1756,1,0.4150
880,-14.50,1378,1,0.4146
881,10.50,692,1,0.4142
882,-94.50,4412,1,0.4138
883,-53.00,3599,1,0.4134
884,20.00,121,1,0.4129
