episode,total_reward,steps,solved,epsilon
413,73.00,70,1,0.6615
414,67.50,137,1,0.6609
415,62.50,145,1,0.6602
416,71.50,79,1,0.6595
417,68.50,73,1,0.6589
418,64.50,133,1,0.6582
419,72.00,74,1,0.6576
420,67.00,92,1,0.6569
421,60.50,237,1,0.6563
422,67.50,129,1,0.6556
423,70.50,109,1,0.6549
424,69.50,81,1,0.6543
425,74.50,79,1,0.6536
426,74.00,82,1,0.6530
427,70.50,131,1,0.6523
428,73.50,73,1,0.6517
429,67.00,134,1,0.6510
430,71.00,130,1,0.6504
431,71.50,81,1,0.6497
432,74.50,57,1,0.6491
433,70.50,97,1,0.6484
434,75.00,84,1,0.6478
435,73.50,67,1,0.6471
436,72.00,96,1,0.6465
437,74.00,62,1,0.6458
438,66.00,118,1,0.6452
439,72.00,74,1,0.6445
440,72.50,89,1,0.6439
441,73.50,77,1,0.6433
442,71.00,98,1,0.6426
443,72.00,116,1,0.6420
444,70.00,74,1,0.6413
445,75.00,68,1,0.6407
446,71.00,86,1,0.6400
447,73.50,65,1,0.6394
448,72.00,84,1,0.6388
449,73.50,81,1,0.6381
450,69.00,118,1,0.6375
451,71.00,88,1,0.6368
452,74.00,72,1,0.6362
453,68.00,112,1,0.6356
454,70.00,108,1,0.6349
455,72.00,100,1,0.6343
456,70.00,80,1,0.6337
457,75.00,58,1,0.6330
458,72.50,81,1,0.6324
459,68.50,129,1,0.6318
460,77.00,52,1,0.6311
461,70.00,58,1,0.6305
462,73.00,86,1,0.6299
463,72.00,80,1,0.6292
464,72.00,62,1,0.6286
465,74.00,66,1,0.6280
466,68.50,105,1,0.6274
467,72.50,83,1,0.6267
468,74.00,78,1,0.6261
469,74.00,62,1,0.6255
470,71.00,86,1,0.6249
471,74.50,69,1,0.6242
472,73.50,77,1,0.6236
473,71.00,102,1,0.6230
474,69.50,103,1,0.6224
475,74.00,64,1,0.6217
476,72.50,83,1,0.6211
477,73.00,68,1,0.6205
478,71.50,63,1,0.6199
479,75.00,88,1,0.6193
480,71.50,107,1,0.6186
481,76.00,54,1,0.6180
482,75.00,62,1,0.6174
483,75.00,84,1,0.6168
484,76.00,54,1,0.6162
485,75.50,51,1,0.6155
486,71.50,107,1,0.6149
487,72.50,95,1,0.6143
488,73.00,70,1,0.6137
489,67.50,137,1,0.6131
490,70.50,97,1,0.6125
491,71.50,83,1,0.6119
492,74.00,74,1,0.6113
493,74.00,82,1,0.6106
494,70.50,91,1,0.6100
495,74.50,79,1,0.6094
496,74.50,75,1,0.6088
497,73.50,65,1,0.6082
498,71.50,89,1,0.6076
499,70.00,74,1,0.6070
500,77.00,58,1,0.6064
501,71.50,101,1,0.6058
502,72.50,87,1,0.6052
503,69.50,111,1,0.6046
504,71.00,84,1,0.6040
505,75.50,67,1,0.6034
506,68.50,131,1,0.6027
507,73.50,87,1,0.6021
508,73.00,74,1,0.6015
509,72.50,65,1,0.6009
510,74.00,60,1,0.6003
511,73.00,82,1,0.5997
512,78.00,66,1,0.5991
513,71.50,79,1,0.5985
514,76.50,57,1,0.5979
515,75.00,76,1,0.5973
516,73.00,84,1,0.5967
517,78.50,53,1,0.5962
518,78.50,43,1,0.5956
519,70.50,105,1,0.5950
520,73.50,87,1,0.5944
521,69.50,95,1,0.5938
522,73.50,73,1,0.5932
523,72.00,66,1,0.5926
524,67.50,99,1,0.5920
525,69.50,97,1,0.5914
526,72.00,96,1,0.5908
527,71.00,90,1,0.5902
528,71.50,95,1,0.5896
529,75.50,59,1,0.5890
530,73.50,61,1,0.5884
531,75.50,99,1,0.5879
532,73.50,57,1,0.5873
533,74.00,64,1,0.5867
534,73.50,91,1,0.5861
535,75.50,55,1,0.5855
536,72.00,66,1,0.5849
537,73.50,77,1,0.5843
538,75.00,54,1,0.5838
539,69.50,81,1,0.5832
540,72.50,93,1,0.5826
541,72.50,73,1,0.5820
542,76.00,56,1,0.5814
543,72.50,65,1,0.5808
544,76.00,68,1,0.5803
545,73.00,56,1,0.5797
546,76.50,59,1,0.5791
547,75.00,64,1,0.5785
548,75.00,66,1,0.5779
549,70.50,89,1,0.5774
550,73.50,75,1,0.5768
551,75.50,99,1,0.5762
552,75.50,57,1,0.5756
553,73.50,81,1,0.5751
554,69.00,86,1,0.5745
555,74.00,54,1,0.5739
556,76.00,74,1,0.5733
557,75.00,78,1,0.5728
558,76.00,44,1,0.5722
559,70.00,86,1,0.5716
560,74.00,78,1,0.5710
561,73.50,75,1,0.5705
562,70.00,106,1,0.5699
563,74.00,58,1,0.5693
564,75.00,66,1,0.5688
565,74.00,48,1,0.5682
566,75.50,61,1,0.5676
567,73.50,69,1,0.5671
568,74.00,62,1,0.5665
569,74.50,67,1,0.5659
570,74.00,74,1,0.5654
571,75.00,54,1,0.5648
572,72.50,93,1,0.5642
573,72.00,86,1,0.5637
574,68.00,102,1,0.5631
575,76.00,64,1,0.5625
576,75.50,51,1,0.5620
577,71.50,77,1,0.5614
578,72.00,80,1,0.5609
579,75.50,57,1,0.5603
580,71.50,83,1,0.5597
581,72.00,82,1,0.5592
582,74.50,71,1,0.5586
583,73.50,67,1,0.5581
584,76.50,71,1,0.5575
585,75.50,57,1,0.5569
586,73.00,80,1,0.5564
587,75.00,64,1,0.5558
588,73.50,67,1,0.5553
589,76.00,82,1,0.5547
590,70.50,99,1,0.5542
591,66.50,107,1,0.5536
592,76.00,58,1,0.5531
593,71.50,105,1,0.5525
594,73.00,74,1,0.5520
595,71.50,83,1,0.5514
596,73.00,92,1,0.5508
597,73.00,54,1,0.5503
598,71.50,71,1,0.5497
599,73.00,68,1,0.5492
600,75.00,70,1,0.5486
601,76.50,55,1,0.5481
602,74.50,71,1,0.5476
603,76.00,72,1,0.5470
604,78.00,40,1,0.5465
605,76.50,69,1,0.5459
606,73.00,66,1,0.5454
607,72.00,96,1,0.5448
608,76.00,70,1,0.5443
609,74.50,71,1,0.5437
610,76.50,61,1,0.5432
611,74.00,62,1,0.5426
612,74.50,77,1,0.5421
613,75.50,85,1,0.5416
614,74.00,74,1,0.5410
615,73.50,77,1,0.5405
616,70.50,97,1,0.5399
617,73.00,74,1,0.5394
618,75.50,51,1,0.5389
619,74.50,57,1,0.5383
620,76.00,56,1,0.5378
621,72.50,67,1,0.5372
622,71.50,111,1,0.5367
623,72.00,74,1,0.5362
624,75.00,54,1,0.5356
625,72.00,82,1,0.5351
626,67.00,120,1,0.5346
627,74.50,57,1,0.5340
628,71.50,79,1,0.5335
629,76.00,68,1,0.5330
630,74.50,71,1,0.5324
631,74.00,70,1,0.5319
632,74.50,49,1,0.5314
633,74.00,66,1,0.5308
634,76.00,58,1,0.5303
635,74.00,66,1,0.5298
636,74.00,68,1,0.5292
637,75.00,76,1,0.5287
638,75.50,53,1,0.5282
639,76.50,47,1,0.5277
640,74.00,70,1,0.5271
641,75.00,58,1,0.5266
642,71.50,79,1,0.5261
643,73.00,70,1,0.5255
644,74.50,57,1,0.5250
645,75.50,55,1,0.5245
646,72.50,89,1,0.5240
647,76.00,56,1,0.5234
648,70.00,108,1,0.5229
649,74.50,49,1,0.5224
650,71.50,81,1,0.5219
651,75.00,52,1,0.5214
652,75.50,55,1,0.5208
653,74.50,65,1,0.5203
654,75.00,66,1,0.5198
655,74.50,53,1,0.5193
656,74.00,62,1,0.5188
657,77.50,51,1,0.5182
658,77.00,48,1,0.5177
659,75.50,61,1,0.5172
660,76.50,53,1,0.5167
661,74.00,92,1,0.5162
662,74.00,76,1,0.5156
663,75.00,44,1,0.5151
664,76.00,70,1,0.5146
665,72.50,103,1,0.5141
666,76.50,61,1,0.5136
667,71.00,92,1,0.5131
668,74.50,87,1,0.5126
669,76.00,64,1,0.5120
670,77.50,43,1,0.5115
671,76.50,53,1,0.5110
672,74.00,58,1,0.5105
673,71.50,79,1,0.5100
674,71.50,87,1,0.5095
675,75.00,42,1,0.5090
676,78.00,60,1,0.5085
677,73.50,61,1,0.5080
678,77.50,55,1,0.5075
679,77.50,47,1,0.5070
680,76.00,48,1,0.5064
681,75.50,65,1,0.5059
682,73.50,65,1,0.5054
683,76.50,55,1,0.5049
684,75.50,61,1,0.5044
685,75.00,70,1,0.5039
686,74.50,51,1,0.5034
687,76.50,45,1,0.5029
688,76.50,53,1,0.5024
689,76.00,58,1,0.5019
690,73.50,55,1,0.5014
691,76.00,78,1,0.5009
692,74.50,59,1,0.5004
693,74.50,59,1,0.4999
694,76.00,52,1,0.4994
695,71.50,79,1,0.4989
696,77.50,51,1,0.4984
697,74.50,55,1,0.4979
698,73.00,66,1,0.4974
699,75.00,52,1,0.4969
700,74.50,57,1,0.4964
701,75.00,60,1,0.4959
702,76.50,59,1,0.4954
703,75.00,68,1,0.4949
704,75.50,67,1,0.4944
705,76.00,50,1,0.4939
706,73.50,87,1,0.4934
707,74.50,67,1,0.4929
708,75.00,70,1,0.4925
709,73.00,74,1,0.4920
710,76.50,51,1,0.4915
711,77.50,57,1,0.4910
712,78.00,38,1,0.4905
713,74.50,63,1,0.4900
714,77.50,43,1,0.4895
715,74.50,73,1,0.4890
716,76.00,54,1,0.4885
717,75.50,61,1,0.4880
718,77.00,46,1,0.4876
719,73.50,51,1,0.4871
720,75.50,61,1,0.4866
721,76.00,50,1,0.4861
722,76.00,46,1,0.4856
723,74.50,65,1,0.4851
724,73.00,94,1,0.4846
725,72.50,77,1,0.4841
726,75.50,51,1,0.4837
727,73.50,71,1,0.4832
728,76.50,47,1,0.4827
729,75.00,76,1,0.4822
730,78.00,52,1,0.4817
731,75.50,65,1,0.4813
732,74.50,73,1,0.4808
733,74.50,63,1,0.4803
734,76.50,45,1,0.4798
735,76.00,56,1,0.4793
736,75.00,80,1,0.4788
737,77.50,39,1,0.4784
738,78.00,50,1,0.4779
739,76.50,69,1,0.4774
740,74.50,65,1,0.4769
741,75.50,63,1,0.4765
742,77.50,43,1,0.4760
743,73.50,79,1,0.4755
744,75.00,64,1,0.4750
745,73.50,57,1,0.4746
746,75.00,62,1,0.4741
747,76.50,63,1,0.4736
748,77.00,54,1,0.4731
749,78.00,48,1,0.4727
750,77.00,52,1,0.4722
751,75.50,47,1,0.4717
752,74.50,57,1,0.4712
753,75.50,49,1,0.4708
754,77.50,65,1,0.4703
755,77.50,49,1,0.4698
756,76.00,44,1,0.4694
757,75.00,62,1,0.4689
758,77.00,46,1,0.4684
759,77.00,60,1,0.4680
760,77.50,53,1,0.4675
761,77.50,41,1,0.4670
762,73.50,69,1,0.4666
763,76.00,50,1,0.4661
764,75.50,51,1,0.4656
765,76.50,51,1,0.4652
766,75.00,46,1,0.4647
767,76.50,63,1,0.4642
768,76.00,58,1,0.4638
769,77.00,38,1,0.4633
770,76.00,50,1,0.4628
771,77.50,51,1,0.4624
772,75.00,54,1,0.4619
773,76.00,52,1,0.4614
774,77.00,60,1,0.4610
775,75.00,44,1,0.4605
776,77.00,54,1,0.4601
777,75.50,55,1,0.4596
778,75.00,52,1,0.4591
779,76.50,47,1,0.4587
780,76.00,50,1,0.4582
781,74.00,70,1,0.4578
782,74.50,49,1,0.4573
783,74.50,51,1,0.4569
784,74.50,53,1,0.4564
785,76.50,47,1,0.4559
786,76.50,51,1,0.4555
787,77.00,58,1,0.4550
788,71.50,51,1,0.4546
789,76.50,59,1,0.4541
790,76.00,60,1,0.4537
791,77.00,64,1,0.4532
792,78.00,50,1,0.4528
793,75.00,62,1,0.4523
794,75.50,63,1,0.4519
795,72.50,59,1,0.4514
796,76.50,43,1,0.4510
797,77.00,42,1,0.4505
798,75.00,74,1,0.4500
799,75.50,53,1,0.4496
800,75.50,47,1,0.4491
801,75.50,61,1,0.4487
802,76.00,50,1,0.4483
803,77.00,56,1,0.4478
804,75.00,52,1,0.4474
805,77.50,55,1,0.4469
806,76.50,53,1,0.4465
807,75.50,71,1,0.4460
808,75.00,58,1,0.4456
809,73.50,73,1,0.4451
810,76.50,47,1,0.4447
811,74.50,55,1,0.4442
812,76.50,35,1,0.4438
813,78.50,47,1,0.4433
814,75.00,60,1,0.4429
815,77.50,39,1,0.4425
816,76.50,55,1,0.4420
817,77.50,37,1,0.4416
818,75.00,56,1,0.4411
819,77.00,60,1,0.4407
820,73.50,75,1,0.4403
821,76.50,39,1,0.4398
822,77.50,59,1,0.4394
823,76.00,58,1,0.4389
824,75.50,69,1,0.4385
825,71.00,88,1,0.4381
826,77.50,49,1,0.4376
827,74.50,57,1,0.4372
828,76.50,47,1,0.4367
829,75.50,47,1,0.4363
830,75.00,58,1,0.4359
831,78.00,42,1,0.4354
832,73.50,53,1,0.4350
833,78.00,50,1,0.4346
834,75.50,63,1,0.4341
835,77.00,48,1,0.4337
836,74.50,51,1,0.4333
837,77.50,43,1,0.4328
838,76.50,53,1,0.4324
839,77.00,56,1,0.4320
840,75.50,63,1,0.4315
841,76.50,65,1,0.4311
842,78.00,40,1,0.4307
843,75.00,62,1,0.4302
844,76.50,43,1,0.4298
845,76.00,50,1,0.4294
846,75.50,57,1,0.4289
847,75.00,68,1,0.4285
848,76.00,60,1,0.4281
849,72.00,76,1,0.4277
850,78.00,34,1,0.4272
851,75.50,69,1,0.4268
852,76.50,51,1,0.4264
853,74.00,60,1,0.4260
854,79.00,48,1,0.4255
855,74.00,54,1,0.4251
856,75.50,59,1,0.4247
857,76.50,61,1,0.4243
858,75.50,41,1,0.4238
859,74.50,57,1,0.4234
860,76.50,53,1,0.4230
861,73.00,58,1,0.4226
862,77.00,48,1,0.4221
863,77.00,44,1,0.4217
864,75.00,66,1,0.4213
865,77.50,43,1,0.4209
866,74.00,52,1,0.4204
867,75.50,51,1,0.4200
868,78.50,47,1,0.4196
869,76.50,47,1,0.4192
870,78.00,48,1,0.4188
871,75.00,78,1,0.4184
872,75.00,60,1,0.4179
873,74.50,63,1,0.4175
874,76.50,51,1,0.4171
875,78.00,36,1,0.4167
876,77.00,54,1,0.4163
877,78.50,51,1,0.4158
878,77.50,35,1,0.4154
879,76.00,68,1,0.4150
880,77.50,47,1,0.4146
881,74.50,59,1,0.4142
882,76.50,47,1,0.4138
883,77.50,37,1,0.4134
884,77.00,52,1,0.4129
885,75.50,53,1,0.4125
886,77.50,49,1,0.4121
887,72.50,63,1,0.4117
888,75.00,54,1,0.4113
889,78.50,45,1,0.4109
890,77.50,39,1,0.4105
891,74.50,47,1,0.4101
892,76.00,46,1,0.4097
893,75.00,72,1,0.4092
894,76.50,43,1,0.4088
895,76.00,58,1,0.4084
896,75.00,62,1,0.4080
897,77.50,49,1,0.4076
898,78.00,36,1,0.4072
899,76.50,47,1,0.4068
900,75.50,45,1,0.4064
901,76.00,60,1,0.4060
902,75.50,51,1,0.4056
903,75.50,45,1,0.4052
904,78.50,43,1,0.4048
905,76.50,45,1,0.4044
906,74.00,56,1,0.4040
907,77.50,53,1,0.4036
908,77.00,54,1,0.4031
909,72.00,74,1,0.4027
910,76.50,57,1,0.4023
911,75.00,58,1,0.4019
912,78.00,48,1,0.4015
913,77.50,61,1,0.4011
914,77.50,53,1,0.4007
915,77.50,45,1,0.4003
916,76.50,41,1,0.3999
917,75.50,47,1,0.3995
918,75.00,48,1,0.3991
919,75.50,57,1,0.3987
920,78.00,36,1,0.3983
921,77.00,46,1,0.3979
922,77.00,54,1,0.3975
923,76.00,52,1,0.3971
