episode,total_reward,steps,solved,ppo_update
1,66.92,276,1,1
2,66.92,276,1,2
3,66.92,276,1,3
4,66.92,276,1,4
5,66.92,276,1,5
6,66.92,276,1,6
7,66.92,276,1,7
8,66.92,276,1,8
9,66.92,276,1,9
10,66.92,276,1,10
11,66.92,276,1,11
12,66.92,276,1,12
13,66.92,276,1,13
14,66.92,276,1,14
15,66.92,276,1,15
16,66.92,276,1,16
17,66.92,276,1,17
18,66.92,276,1,18
19,66.92,276,1,19
20,66.92,276,1,20
