episode,total_reward,steps,solved,avg_loss,epsilon
46,-1274.50,1024,0,0.0000,0.8709
47,-782.50,892,1,0.0000,0.8683
48,-1291.50,1024,0,0.0000,0.8657
49,-1134.00,1024,0,0.0000,0.8631
50,-1285.50,1024,0,0.0000,0.8605
51,-383.25,475,1,0.0000,0.8579
52,-1260.25,1024,0,0.0000,0.8554
53,-1261.75,1024,0,0.0000,0.8528
54,-1313.50,1024,0,0.0000,0.8502
55,-1104.75,995,1,0.0000,0.8477
56,-1292.00,1024,0,0.0000,0.8451
57,-633.50,694,1,0.0000,0.8426
58,-1262.75,1024,0,0.0000,0.8401
59,-694.00,682,1,0.0000,0.8376
60,-159.50,267,1,0.0000,0.8350
61,-1221.25,1024,0,0.0000,0.8325
62,-1286.50,1024,0,0.0000,0.8300
63,-322.75,462,1,0.0000,0.8276
64,-500.50,555,1,0.0000,0.8251
65,-1294.25,1024,0,0.0000,0.8226
66,-1327.25,1024,0,0.0000,0.8201
67,-1273.50,1024,0,0.0000,0.8177
68,-1294.00,1024,0,0.0000,0.8152
69,-1371.00,1024,0,0.0000,0.8128
70,-1269.00,1024,0,0.0000,0.8103
71,-1299.00,1024,0,0.0000,0.8079
72,-488.50,546,1,0.0000,0.8055
73,-1219.25,1024,0,0.0000,0.8031
74,-1235.75,1024,0,0.0000,0.8006
75,-1305.50,1024,0,0.0000,0.7982
76,-1304.25,1024,0,0.0000,0.7959
77,-1254.75,1024,0,0.0000,0.7935
78,-101.00,271,1,0.0000,0.7911
79,-1275.00,1024,0,0.0000,0.7887
80,-458.50,546,1,0.0000,0.7863
81,-881.25,824,1,0.0000,0.7840
82,-1307.25,1024,0,0.0000,0.7816
83,-385.25,480,1,0.0000,0.7793
84,-1360.00,1024,0,0.0000,0.7770
85,-1309.25,1024,0,0.0000,0.7746
86,-1350.50,1024,0,0.0000,0.7723
87,-1295.25,1024,0,0.0000,0.7700
88,-217.25,325,1,0.0000,0.7677
89,-1328.75,1024,0,0.0000,0.7654
90,-1323.25,1024,0,0.0000,0.7631
91,-1156.25,1012,1,0.0000,0.7608
92,-1393.50,1024,0,0.0000,0.7585
93,-1332.00,1024,0,0.0000,0.7562
94,-1380.00,1024,0,0.0000,0.7540
95,-1359.75,1024,0,0.0000,0.7517
96,-969.50,898,1,0.0000,0.7494
97,-1372.25,1024,0,0.0000,0.7472
98,-66.50,179,1,0.0000,0.7449
99,-1403.00,1024,0,0.0000,0.7427
100,-1399.00,1024,0,0.0000,0.7405
101,-1204.25,1024,0,0.0000,0.7383
102,-213.75,330,1,0.0000,0.7360
103,-1381.00,1024,0,0.0000,0.7338
104,-1377.00,1024,0,0.0000,0.7316
105,-1343.25,1024,0,0.0000,0.7294
106,-1291.50,1024,0,0.0000,0.7273
107,-1315.00,1024,0,0.0000,0.7251
108,-1400.75,1024,0,0.0000,0.7229
109,-1314.00,1024,0,0.0000,0.7207
110,-1384.50,1024,0,0.0000,0.7186
111,-1338.00,1024,0,0.0000,0.7164
112,-88.00,227,1,0.0000,0.7143
113,-1399.75,1024,0,0.0000,0.7121
114,-1398.50,1024,0,0.0000,0.7100
115,-1411.00,1024,0,0.0000,0.7079
116,-1378.25,1024,0,0.0000,0.7057
117,-1320.00,1024,0,0.0000,0.7036
118,-1291.50,1024,0,0.0000,0.7015
119,-1339.50,1024,0,0.0000,0.6994
120,-1355.75,1024,0,0.0000,0.6973
121,-1384.25,1024,0,0.0000,0.6952
122,-1304.75,1024,0,0.0000,0.6931
123,-1386.50,1024,0,0.0000,0.6910
124,-1384.25,1024,0,0.0000,0.6890
125,-1375.50,1024,0,0.0000,0.6869
126,-1426.25,1024,0,0.0000,0.6848
127,-1423.00,1024,0,0.0000,0.6828
128,-1323.25,1024,0,0.0000,0.6807
129,-1355.25,1024,0,0.0000,0.6787
130,-1391.25,1024,0,0.0000,0.6767
131,-1422.25,1024,0,0.0000,0.6746
132,-1435.75,1024,0,0.0000,0.6726
133,-1398.50,1024,0,0.0000,0.6706
134,-41.75,172,1,0.0000,0.6686
135,-121.00,220,1,0.0000,0.6666
136,-1408.50,1024,0,0.0000,0.6646
137,-1398.00,1024,0,0.0000,0.6626
138,-1421.75,1024,0,0.0000,0.6606
139,-1416.75,1024,0,0.0000,0.6586
140,-1417.00,1024,0,0.0000,0.6566
141,-1440.00,1024,0,0.0000,0.6547
142,-1350.75,1024,0,0.0000,0.6527
143,-1393.50,1024,0,0.0000,0.6507
144,-554.75,506,1,0.0000,0.6488
145,-1389.25,1024,0,0.0000,0.6468
146,-1349.75,1024,0,0.0000,0.6449
147,-1435.50,1024,0,0.0000,0.6430
148,-1408.50,1024,0,0.0000,0.6410
149,-1425.00,1024,0,0.0000,0.6391
150,-1454.50,1024,0,0.0000,0.6372
151,-1446.00,1024,0,0.0000,0.6353
152,-1394.00,1024,0,0.0000,0.6334
153,-1372.25,1024,0,0.0000,0.6315
154,-1371.25,1024,0,0.0000,0.6296
155,-534.50,504,1,0.0000,0.6277
156,-1441.75,1024,0,0.0000,0.6258
157,-1410.00,1024,0,0.0000,0.6239
158,-1416.50,1024,0,0.0000,0.6221
159,-1432.25,1024,0,0.0000,0.6202
160,-1418.25,1024,0,0.0000,0.6183
161,-1452.25,1024,0,0.0000,0.6165
162,-1251.00,1019,1,0.0000,0.6146
163,-1422.00,1024,0,0.0000,0.6128
164,-1434.75,1024,0,0.0000,0.6110
165,-1424.25,1024,0,0.0000,0.6091
166,-1436.25,1024,0,0.0000,0.6073
167,-1435.25,1024,0,0.0000,0.6055
168,-1425.75,1024,0,0.0000,0.6037
169,-1406.50,1024,0,0.0000,0.6018
170,-1480.00,1024,0,0.0000,0.6000
171,-399.75,426,1,0.0000,0.5982
172,-1416.00,1024,0,0.0000,0.5964
173,-1409.75,1024,0,0.0000,0.5947
174,-1419.75,1024,0,0.0000,0.5929
175,-1409.50,1024,0,0.0000,0.5911
176,-495.00,496,1,0.0000,0.5893
177,-1465.25,1024,0,0.0000,0.5875
178,-1457.25,1024,0,0.0000,0.5858
179,-1422.50,1024,0,0.0000,0.5840
180,-1420.75,1024,0,0.0000,0.5823
181,-1406.00,1024,0,0.0000,0.5805
182,-1378.50,1024,0,0.0000,0.5788
183,-1425.50,1024,0,0.0000,0.5771
184,-1454.00,1024,0,0.0000,0.5753
185,-1441.75,1024,0,0.0000,0.5736
186,-1359.75,1024,0,0.0000,0.5719
187,-1395.75,1024,0,0.0000,0.5702
188,-92.00,175,1,0.0000,0.5684
189,-1399.25,1024,0,0.0000,0.5667
190,-1454.25,1024,0,0.0000,0.5650
191,-1479.00,1024,0,0.0000,0.5633
192,-1475.75,1024,0,0.0000,0.5617
193,-1436.00,1024,0,0.0000,0.5600
194,-1463.75,1024,0,0.0000,0.5583
195,-1456.25,1024,0,0.0000,0.5566
196,-1426.25,1024,0,0.0000,0.5549
197,-826.75,691,1,0.0000,0.5533
198,-1483.50,1024,0,0.0000,0.5516
199,-1441.00,1024,0,0.0000,0.5500
200,-1368.00,1024,0,0.0000,0.5483
201,-1475.00,1024,0,0.0000,0.5467
202,-1485.75,1024,0,0.0000,0.5450
203,-1465.00,1024,0,0.0000,0.5434
204,-1435.50,1024,0,0.0000,0.5418
205,-1458.50,1024,0,0.0000,0.5401
206,-1468.75,1024,0,0.0000,0.5385
207,-446.00,426,1,0.0000,0.5369
208,-1435.00,1024,0,0.0000,0.5353
209,-1454.00,1024,0,0.0000,0.5337
210,-1496.00,1024,0,0.0000,0.5321
211,-1452.25,1024,0,0.0000,0.5305
212,-1433.25,1024,0,0.0000,0.5289
213,-1478.25,1024,0,0.0000,0.5273
214,-1449.75,1024,0,0.0000,0.5257
215,-1439.75,1024,0,0.0000,0.5242
216,-1474.00,1024,0,0.0000,0.5226
217,-1475.50,1024,0,0.0000,0.5210
218,-1499.25,1024,0,0.0000,0.5195
219,-1469.75,1024,0,0.0000,0.5179
220,-1483.75,1024,0,0.0000,0.5163
221,-1451.00,1024,0,0.0000,0.5148
222,-1475.00,1024,0,0.0000,0.5132
223,-1466.75,1024,0,0.0000,0.5117
224,-1499.50,1024,0,0.0000,0.5102
225,-1464.00,1024,0,0.0000,0.5086
226,-1479.50,1024,0,0.0000,0.5071
227,-1448.00,1024,0,0.0000,0.5056
228,-1431.75,1024,0,0.0000,0.5041
229,-1501.25,1024,0,0.0000,0.5026
230,-1515.25,1024,0,0.0000,0.5011
231,-1101.50,890,1,0.0000,0.4996
232,-1474.25,1024,0,0.0000,0.4981
233,-1468.00,1024,0,0.0000,0.4966
234,-1492.00,1024,0,0.0000,0.4951
235,-1490.00,1024,0,0.0000,0.4936
236,-1510.50,1024,0,0.0000,0.4921
237,-1465.00,1024,0,0.0000,0.4906
238,-1448.75,1024,0,0.0000,0.4892
239,-1455.75,1024,0,0.0000,0.4877
240,-1483.00,1024,0,0.0000,0.4862
241,-1470.25,1024,0,0.0000,0.4848
242,-1524.50,1024,0,0.0000,0.4833
243,-1503.25,1024,0,0.0000,0.4819
244,-1496.00,1024,0,0.0000,0.4804
245,-1503.75,1024,0,0.0000,0.4790
246,-1507.50,1024,0,0.0000,0.4775
247,-1495.25,1024,0,0.0000,0.4761
248,-1513.25,1024,0,0.0000,0.4747
249,-1507.50,1024,0,0.0000,0.4733
250,-1477.25,1024,0,0.0000,0.4718
251,-1481.25,1024,0,0.0000,0.4704
252,-1482.75,1024,0,0.0000,0.4690
253,-1494.75,1024,0,0.0000,0.4676
254,-1453.50,1024,0,0.0000,0.4662
255,-1495.00,1024,0,0.0000,0.4648
256,-1508.50,1024,0,0.0000,0.4634
257,-1525.00,1024,0,0.0000,0.4620
258,-1512.50,1024,0,0.0000,0.4606
259,-1530.75,1024,0,0.0000,0.4592
260,-1486.00,1024,0,0.0000,0.4579
261,-1495.75,1024,0,0.0000,0.4565
262,-1506.50,1024,0,0.0000,0.4551
263,-1528.25,1024,0,0.0000,0.4538
264,-1527.75,1024,0,0.0000,0.4524
265,-1511.50,1024,0,0.0000,0.4510
266,-1522.50,1024,0,0.0000,0.4497
267,-1509.00,1024,0,0.0000,0.4483
268,-1442.50,1024,0,0.0000,0.4470
269,-1516.25,1024,0,0.0000,0.4457
270,-1524.75,1024,0,0.0000,0.4443
271,-1519.50,1024,0,0.0000,0.4430
272,-1020.25,786,1,0.0000,0.4417
273,-1542.25,1024,0,0.0000,0.4403
274,-1501.25,1024,0,0.0000,0.4390
275,-517.50,448,1,0.0000,0.4377
276,-1503.75,1024,0,0.0000,0.4364
277,-1522.75,1024,0,0.0000,0.4351
278,-1480.50,1024,0,0.0000,0.4338
279,-1527.25,1024,0,0.0000,0.4325
280,-1452.50,1024,0,0.0000,0.4312
281,-1517.50,1024,0,0.0000,0.4299
282,-1491.00,1024,0,0.0000,0.4286
283,-1487.25,1024,0,0.0000,0.4273
284,-1513.75,1024,0,0.0000,0.4260
285,-1537.75,1024,0,0.0000,0.4247
286,-1500.00,1024,0,0.0000,0.4235
287,-1539.00,1024,0,0.0000,0.4222
288,-1490.25,1024,0,0.0000,0.4209
289,-1508.25,1024,0,0.0000,0.4197
290,-1489.25,1024,0,0.0000,0.4184
291,-1524.75,1024,0,0.0000,0.4171
292,-1531.75,1024,0,0.0000,0.4159
293,-1494.25,1024,0,0.0000,0.4146
294,-1541.50,1024,0,0.0000,0.4134
295,-1526.00,1024,0,0.0000,0.4122
296,-1547.75,1024,0,0.0000,0.4109
297,-1509.75,1024,0,0.0000,0.4097
298,-1520.75,1024,0,0.0000,0.4085
299,-1536.25,1024,0,0.0000,0.4072
300,-1536.50,1024,0,0.0000,0.4060
301,-1532.25,1024,0,0.0000,0.4048
302,-1494.00,1024,0,0.0000,0.4036
303,-1480.50,1024,0,0.0000,0.4024
304,-1528.50,1024,0,0.0000,0.4012
305,-1540.25,1024,0,0.0000,0.4000
306,-1532.25,1024,0,0.0000,0.3988
307,-1534.00,1024,0,0.0000,0.3976
308,-1536.00,1024,0,0.0000,0.3964
309,-1565.50,1024,0,0.0000,0.3952
310,-1560.75,1024,0,0.0000,0.3940
311,-1512.50,1024,0,0.0000,0.3928
312,-1516.50,1024,0,0.0000,0.3916
313,-1486.25,1024,0,0.0000,0.3905
314,-33.75,133,1,0.0000,0.3893
315,-1541.50,1024,0,0.0000,0.3881
316,-1521.75,1024,0,0.0000,0.3870
317,-1531.25,1024,0,0.0000,0.3858
318,-1538.00,1024,0,0.0000,0.3846
319,-1546.75,1024,0,0.0000,0.3835
320,-1534.75,1024,0,0.0000,0.3823
321,-1550.00,1024,0,0.0000,0.3812
322,-1525.50,1024,0,0.0000,0.3801
323,-1548.00,1024,0,0.0000,0.3789
324,-1542.75,1024,0,0.0000,0.3778
325,-1556.25,1024,0,0.0000,0.3766
326,-1534.00,1024,0,0.0000,0.3755
327,-1541.00,1024,0,0.0000,0.3744
328,-1533.50,1024,0,0.0000,0.3733
329,-1534.25,1024,0,0.0000,0.3721
330,-1542.00,1024,0,0.0000,0.3710
331,-1546.25,1024,0,0.0000,0.3699
332,-1563.00,1024,0,0.0000,0.3688
333,-1496.50,1024,0,0.0000,0.3677
334,-1530.75,1024,0,0.0000,0.3666
335,-1535.25,1024,0,0.0000,0.3655
336,-1523.25,1024,0,0.0000,0.3644
337,-1566.00,1024,0,0.0000,0.3633
338,-1566.00,1024,0,0.0000,0.3622
339,-1564.50,1024,0,0.0000,0.3611
340,-1573.75,1024,0,0.0000,0.3600
341,-1537.50,1024,0,0.0000,0.3590
342,-761.25,605,1,0.0000,0.3579
343,-1537.00,1024,0,0.0000,0.3568
344,-1527.00,1024,0,0.0000,0.3557
345,-1559.25,1024,0,0.0000,0.3547
346,-1559.25,1024,0,0.0000,0.3536
347,-1576.00,1024,0,0.0000,0.3525
348,-1535.50,1024,0,0.0000,0.3515
349,-1536.50,1024,0,0.0000,0.3504
350,-1493.00,1024,0,0.0000,0.3494
351,-1555.50,1024,0,0.0000,0.3483
352,-1555.50,1024,0,0.0000,0.3473
353,-404.00,377,1,0.0000,0.3463
354,-1568.25,1024,0,0.0000,0.3452
355,-1546.50,1024,0,0.0000,0.3442
356,-1545.25,1024,0,0.0000,0.3431
357,-1533.75,1024,0,0.0000,0.3421
358,-1507.75,1024,0,0.0000,0.3411
359,-1576.50,1024,0,0.0000,0.3401
360,-1542.00,1024,0,0.0000,0.3390
361,-1568.50,1024,0,0.0000,0.3380
362,-1532.25,1024,0,0.0000,0.3370
363,-1588.50,1024,0,0.0000,0.3360
364,-1537.00,1024,0,0.0000,0.3350
365,-1567.75,1024,0,0.0000,0.3340
366,-1547.75,1024,0,0.0000,0.3330
367,-1554.25,1024,0,0.0000,0.3320
368,-1582.00,1024,0,0.0000,0.3310
369,-1589.00,1024,0,0.0000,0.3300
370,-1573.25,1024,0,0.0000,0.3290
371,-1570.75,1024,0,0.0000,0.3280
372,-1554.50,1024,0,0.0000,0.3270
373,-1579.00,1024,0,0.0000,0.3261
374,-1587.75,1024,0,0.0000,0.3251
375,-1574.00,1024,0,0.0000,0.3241
376,-1565.50,1024,0,0.0000,0.3231
377,-1534.75,1024,0,0.0000,0.3222
378,-1562.25,1024,0,0.0000,0.3212
379,-1580.50,1024,0,0.0000,0.3202
380,-1554.75,1024,0,0.0000,0.3193
381,-824.75,641,1,0.0000,0.3183
382,-1574.00,1024,0,0.0000,0.3174
383,-1545.50,1024,0,0.0000,0.3164
384,-1569.00,1024,0,0.0000,0.3155
385,-1578.50,1024,0,0.0000,0.3145
386,-1579.25,1024,0,0.0000,0.3136
387,-1566.25,1024,0,0.0000,0.3126
388,-1597.50,1024,0,0.0000,0.3117
389,-1563.00,1024,0,0.0000,0.3108
390,-1585.00,1024,0,0.0000,0.3098
391,-1586.75,1024,0,0.0000,0.3089
392,-1565.75,1024,0,0.0000,0.3080
393,-1588.25,1024,0,0.0000,0.3070
394,-1577.50,1024,0,0.0000,0.3061
395,-1586.75,1024,0,0.0000,0.3052
396,-1563.25,1024,0,0.0000,0.3043
397,-1573.50,1024,0,0.0000,0.3034
398,-1592.50,1024,0,0.0000,0.3025
399,-1581.25,1024,0,0.0000,0.3016
400,-528.75,435,1,0.0000,0.3007
401,-1574.75,1024,0,0.0000,0.2997
402,-1580.50,1024,0,0.0000,0.2989
403,-1577.00,1024,0,0.0000,0.2980
404,-1578.50,1024,0,0.0000,0.2971
405,-1604.25,1024,0,0.0000,0.2962
406,-1579.75,1024,0,0.0000,0.2953
407,-1588.75,1024,0,0.0000,0.2944
408,-1577.75,1024,0,0.0000,0.2935
409,-1594.75,1024,0,0.0000,0.2926
410,-1598.50,1024,0,0.0000,0.2918
411,-1606.50,1024,0,0.0000,0.2909
412,-1577.50,1024,0,0.0000,0.2900
413,-1580.75,1024,0,0.0000,0.2891
414,-1603.75,1024,0,0.0000,0.2883
415,-1579.75,1024,0,0.0000,0.2874
416,-1602.50,1024,0,0.0000,0.2865
417,-1585.25,1024,0,0.0000,0.2857
418,-1586.25,1024,0,0.0000,0.2848
419,-1591.75,1024,0,0.0000,0.2840
420,-1505.75,1024,0,0.0000,0.2831
421,-1605.75,1024,0,0.0000,0.2823
422,-1608.75,1024,0,0.0000,0.2814
423,-1592.25,1024,0,0.0000,0.2806
424,-1608.00,1024,0,0.0000,0.2797
425,-1605.25,1024,0,0.0000,0.2789
426,-395.75,361,1,0.0000,0.2781
427,-1581.50,1024,0,0.0000,0.2772
428,-1589.75,1024,0,0.0000,0.2764
429,-1590.50,1024,0,0.0000,0.2756
430,-1555.00,1024,0,0.0000,0.2747
431,-1586.00,1024,0,0.0000,0.2739
432,-1576.25,1024,0,0.0000,0.2731
433,-1593.50,1024,0,0.0000,0.2723
434,-383.25,355,1,0.0000,0.2715
435,-1576.50,1024,0,0.0000,0.2706
436,-1583.75,1024,0,0.0000,0.2698
437,-1598.50,1024,0,0.0000,0.2690
438,-1585.75,1024,0,0.0000,0.2682
439,-1592.00,1024,0,0.0000,0.2674
440,-1618.75,1024,0,0.0000,0.2666
441,-1569.50,1024,0,0.0000,0.2658
442,-1574.50,1024,0,0.0000,0.2650
443,-1606.75,1024,0,0.0000,0.2642
444,-1587.00,1024,0,0.0000,0.2634
445,-1600.00,1024,0,0.0000,0.2626
446,-1603.50,1024,0,0.0000,0.2618
447,-1588.75,1024,0,0.0000,0.2611
448,-1610.25,1024,0,0.0000,0.2603
449,-1614.75,1024,0,0.0000,0.2595
450,-1598.25,1024,0,0.0000,0.2587
451,-1600.75,1024,0,0.0000,0.2579
452,-1597.25,1024,0,0.0000,0.2572
453,-1590.25,1024,0,0.0000,0.2564
454,-1613.75,1024,0,0.0000,0.2556
455,-1577.25,1024,0,0.0000,0.2549
456,-1559.25,1024,0,0.0000,0.2541
457,-1603.00,1024,0,0.0000,0.2533
458,-1621.25,1024,0,0.0000,0.2526
459,-1600.50,1024,0,0.0000,0.2518
460,-1609.50,1024,0,0.0000,0.2511
461,-1599.75,1024,0,0.0000,0.2503
462,-1604.00,1024,0,0.0000,0.2496
463,-1586.75,1024,0,0.0000,0.2488
464,-1593.75,1024,0,0.0000,0.2481
465,-1627.25,1024,0,0.0000,0.2473
466,-1582.75,1024,0,0.0000,0.2466
467,-1599.75,1024,0,0.0000,0.2458
468,-1616.25,1024,0,0.0000,0.2451
469,-1612.50,1024,0,0.0000,0.2444
470,-1602.25,1024,0,0.0000,0.2436
471,-1615.25,1024,0,0.0000,0.2429
472,-1629.00,1024,0,0.0000,0.2422
473,-1562.75,1024,0,0.0000,0.2414
474,-1605.25,1024,0,0.0000,0.2407
475,-1630.75,1024,0,0.0000,0.2400
476,-1588.00,1024,0,0.0000,0.2393
477,-1625.75,1024,0,0.0000,0.2386
478,-1611.50,1024,0,0.0000,0.2378
479,-1622.50,1024,0,0.0000,0.2371
480,-1621.25,1024,0,0.0000,0.2364
481,-1606.50,1024,0,0.0000,0.2357
482,-1599.00,1024,0,0.0000,0.2350
483,-1596.75,1024,0,0.0000,0.2343
484,-1635.25,1024,0,0.0000,0.2336
485,-1623.25,1024,0,0.0000,0.2329
486,-1631.75,1024,0,0.0000,0.2322
487,-1615.00,1024,0,0.0000,0.2315
488,-1600.50,1024,0,0.0000,0.2308
489,-1610.25,1024,0,0.0000,0.2301
490,-1621.00,1024,0,0.0000,0.2294
491,-1605.50,1024,0,0.0000,0.2287
492,-1559.50,1024,0,0.0000,0.2280
493,-1626.25,1024,0,0.0000,0.2274
494,-1577.00,1024,0,0.0000,0.2267
495,-1612.25,1024,0,0.0000,0.2260
496,-1616.50,1024,0,0.0000,0.2253
497,-1629.75,1024,0,0.0000,0.2246
498,-1610.75,1024,0,0.0000,0.2240
499,-1618.00,1024,0,0.0000,0.2233
500,-1625.25,1024,0,0.0000,0.2226
501,-1167.75,849,1,0.1754,0.2220
502,-1666.00,1024,0,0.0567,0.2213
503,40.25,62,1,0.0397,0.2206
504,-1358.75,1024,0,0.0378,0.2200
505,-755.00,663,1,0.0406,0.2193
506,-1362.75,1024,0,0.0367,0.2187
507,-42.50,142,1,0.0353,0.2180
508,-1348.00,1024,0,0.0417,0.2173
509,-1262.00,1024,0,0.0461,0.2167
510,-1244.75,1024,0,0.0451,0.2160
511,-987.50,888,1,0.0543,0.2154
512,22.00,94,1,0.0469,0.2147
513,73.75,44,1,0.0469,0.2141
514,-946.50,838,1,0.0571,0.2135
515,-45.50,163,1,0.0505,0.2128
516,21.75,110,1,0.0423,0.2122
517,8.75,128,1,0.0565,0.2115
518,-168.50,277,1,0.1019,0.2109
519,50.50,74,1,0.0594,0.2103
520,-149.25,238,1,0.0542,0.2096
521,78.00,33,1,0.0403,0.2090
522,34.75,91,1,0.0577,0.2084
523,-140.50,233,1,0.0525,0.2078
524,-272.50,314,1,0.0998,0.2071
525,-22.00,132,1,0.0523,0.2065
526,-400.00,432,1,0.0746,0.2059
527,-241.00,323,1,0.0977,0.2053
528,-162.00,247,1,0.0727,0.2047
529,47.50,64,1,0.0639,0.2041
530,-245.50,305,1,0.1005,0.2034
531,-83.75,164,1,0.1118,0.2028
532,40.00,81,1,0.0672,0.2022
533,48.50,65,1,0.0807,0.2016
534,34.75,73,1,0.0753,0.2010
535,77.75,33,1,0.0491,0.2004
536,32.00,81,1,0.0760,0.1998
537,-81.25,169,1,0.1696,0.1992
538,-87.00,172,1,0.0940,0.1986
539,48.50,60,1,0.1575,0.1980
540,-217.75,273,1,0.1036,0.1974
541,-729.00,701,1,0.1006,0.1968
542,71.00,46,1,0.0979,0.1962
543,10.25,93,1,0.0796,0.1956
544,-523.25,538,1,0.0921,0.1951
545,58.75,54,1,0.1958,0.1945
546,53.75,71,1,0.1246,0.1939
547,71.75,53,1,0.1276,0.1933
548,-173.00,244,1,0.0687,0.1927
549,-201.00,291,1,0.1381,0.1922
550,-343.75,375,1,0.1002,0.1916
551,-327.75,380,1,0.1211,0.1910
552,1.25,99,1,0.0912,0.1904
553,-136.25,243,1,0.1354,0.1899
554,34.75,85,1,0.1197,0.1893
555,39.25,77,1,0.1046,0.1887
556,18.50,90,1,0.0966,0.1882
557,9.00,101,1,0.1316,0.1876
558,73.50,44,1,0.0735,0.1870
559,-82.25,162,1,0.1623,0.1865
560,41.25,76,1,0.1367,0.1859
561,-252.50,267,1,0.1355,0.1853
562,-40.75,144,1,0.1216,0.1848
563,-9.25,95,1,0.2548,0.1842
564,-95.75,148,1,0.1613,0.1837
565,42.00,73,1,0.1103,0.1831
566,-353.50,340,1,0.1431,0.1826
567,65.50,60,1,0.1653,0.1820
568,-68.75,164,1,0.1552,0.1815
569,37.50,92,1,0.2132,0.1809
570,79.00,30,1,0.2260,0.1804
571,-207.00,291,1,0.1267,0.1799
572,-359.00,389,1,0.1237,0.1793
573,-154.50,227,1,0.1990,0.1788
574,39.00,80,1,0.3156,0.1782
575,1.75,103,1,0.1688,0.1777
576,59.25,54,1,0.2398,0.1772
577,68.25,54,1,0.0729,0.1766
578,62.50,57,1,0.1044,0.1761
579,78.25,37,1,0.1227,0.1756
580,24.25,99,1,0.1528,0.1751
581,36.50,93,1,0.1313,0.1745
582,66.50,49,1,0.2020,0.1740
583,66.00,46,1,0.1193,0.1735
584,77.00,36,1,0.2782,0.1730
585,75.25,39,1,0.1634,0.1725
586,76.75,35,1,0.2134,0.1719
587,62.00,62,1,0.2150,0.1714
588,65.25,48,1,0.1456,0.1709
589,69.25,46,1,0.1571,0.1704
590,78.50,34,1,0.1718,0.1699
591,52.25,62,1,0.1534,0.1694
592,34.75,79,1,0.1783,0.1689
593,61.75,58,1,0.1838,0.1684
594,78.50,32,1,0.1450,0.1679
595,23.75,86,1,0.2074,0.1673
596,65.50,51,1,0.2735,0.1668
597,77.50,36,1,0.2729,0.1663
598,72.50,41,1,0.0865,0.1658
599,11.00,99,1,0.2070,0.1653
600,56.00,60,1,0.2173,0.1649
601,-3.50,110,1,0.1883,0.1644
602,30.00,88,1,0.2809,0.1639
603,36.75,68,1,0.2698,0.1634
604,-43.75,149,1,0.1536,0.1629
605,31.50,88,1,0.1687,0.1624
606,-120.00,209,1,0.1565,0.1619
607,-68.00,154,1,0.1968,0.1614
608,-319.50,355,1,0.2320,0.1609
609,12.50,88,1,0.1925,0.1605
610,-41.00,147,1,0.2657,0.1600
611,-1193.75,1024,0,0.1889,0.1595
612,-40.25,147,1,0.1813,0.1590
613,-101.75,181,1,0.1947,0.1585
614,71.25,48,1,0.3481,0.1581
615,-159.00,239,1,0.2104,0.1576
616,-0.25,108,1,0.3188,0.1571
617,52.75,66,1,0.2695,0.1566
618,56.75,60,1,0.2503,0.1562
619,8.00,101,1,0.1672,0.1557
620,-1538.50,1024,0,0.2369,0.1552
621,5.25,108,1,0.2719,0.1548
622,-463.50,485,1,0.2288,0.1543
623,-1240.75,1024,0,0.2078,0.1538
624,-52.75,142,1,0.2803,0.1534
