episode,total_reward,steps,solved,timestep,final_dist,min_dist,train_reward
278,79.00,32,1,25410,0,0,79.00
279,79.00,32,1,25444,0,0,79.00
280,79.00,32,1,25476,0,0,79.00
281,79.00,32,1,25508,0,0,79.00
282,79.00,32,1,25540,0,0,79.00
283,79.00,32,1,25572,0,0,79.00
284,79.00,32,1,25606,0,0,79.00
285,79.00,32,1,25638,0,0,79.00
286,79.00,32,1,25672,0,0,79.00
287,79.00,32,1,25706,0,0,79.00
288,79.00,34,1,25738,0,0,79.00
289,79.00,32,1,25772,0,0,79.00
290,79.00,32,1,25806,0,0,79.00
291,79.00,34,1,25838,0,0,79.00
292,79.00,34,1,25872,0,0,79.00
293,79.00,34,1,25908,0,0,79.00
294,79.00,34,1,25940,0,0,79.00
295,79.00,34,1,25974,0,0,79.00
296,79.00,34,1,26008,0,0,79.00
297,79.00,34,1,26045,0,0,78.50
298,79.00,34,1,26079,0,0,79.00
299,79.00,30,1,26113,0,0,79.00
300,79.00,30,1,26143,0,0,79.00
301,79.00,30,1,26173,0,0,79.00
302,79.00,30,1,26203,0,0,79.00
303,79.00,30,1,26233,0,0,79.00
304,79.00,30,1,26263,0,0,79.00
305,79.00,30,1,26293,0,0,79.00
306,79.00,30,1,26323,0,0,79.00
307,79.00,30,1,26353,0,0,79.00
308,79.00,30,1,26383,0,0,79.00
309,79.00,30,1,26413,0,0,79.00
310,79.00,30,1,26443,0,0,79.00
311,79.00,30,1,26473,0,0,79.00
312,79.00,30,1,26503,0,0,79.00
313,79.00,30,1,26533,0,0,79.00
314,79.00,30,1,26563,0,0,79.00
315,79.00,30,1,26593,0,0,79.00
316,79.00,30,1,26623,0,0,79.00
317,79.00,30,1,26653,0,0,79.00
318,79.00,30,1,26683,0,0,79.00
319,79.00,30,1,26713,0,0,79.00
320,79.00,30,1,26743,0,0,79.00
321,79.00,30,1,26773,0,0,79.00
322,79.00,30,1,26805,0,0,79.00
323,79.00,30,1,26835,0,0,79.00
324,79.00,30,1,26865,0,0,79.00
325,79.00,30,1,26895,0,0,79.00
326,79.00,30,1,26925,0,0,79.00
327,79.00,30,1,26957,0,0,79.00
328,79.00,30,1,26987,0,0,79.00
329,79.00,30,1,27017,0,0,79.00
330,79.00,30,1,27047,0,0,79.00
331,79.00,30,1,27077,0,0,79.00
332,79.00,30,1,27107,0,0,79.00
333,79.00,30,1,27137,0,0,79.00
334,79.00,30,1,27167,0,0,79.00
335,79.00,30,1,27197,0,0,79.00
336,79.00,30,1,27227,0,0,79.00
337,79.00,30,1,27257,0,0,79.00
338,79.00,30,1,27287,0,0,79.00
339,79.00,30,1,27317,0,0,79.00
340,79.00,30,1,27347,0,0,79.00
341,79.00,30,1,27377,0,0,79.00
342,79.00,30,1,27407,0,0,79.00
343,79.00,30,1,27437,0,0,79.00
344,79.00,30,1,27467,0,0,79.00
345,79.00,30,1,27497,0,0,79.00
346,79.00,30,1,27527,0,0,79.00
347,79.00,30,1,27557,0,0,79.00
348,79.00,30,1,27587,0,0,79.00
349,79.00,30,1,27617,0,0,79.00
350,79.00,30,1,27647,0,0,79.00
351,79.00,30,1,27677,0,0,79.00
352,79.00,30,1,27707,0,0,79.00
353,79.00,30,1,27737,0,0,79.00
354,79.00,30,1,27767,0,0,79.00
355,79.00,30,1,27797,0,0,79.00
356,79.00,30,1,27827,0,0,79.00
357,79.00,30,1,27859,0,0,79.00
358,79.00,30,1,27889,0,0,79.00
359,79.00,30,1,27919,0,0,79.00
360,79.00,30,1,27949,0,0,79.00
361,79.00,30,1,27979,0,0,79.00
362,79.00,30,1,28009,0,0,79.00
363,79.00,30,1,28039,0,0,79.00
364,79.00,30,1,28069,0,0,79.00
365,79.00,30,1,28099,0,0,79.00
366,79.00,30,1,28129,0,0,79.00
367,79.00,30,1,28159,0,0,79.00
368,79.00,30,1,28189,0,0,79.00
369,79.00,30,1,28219,0,0,79.00
370,79.00,30,1,28249,0,0,79.00
371,79.00,30,1,28281,0,0,79.00
372,79.00,30,1,28311,0,0,79.00
373,79.00,30,1,28341,0,0,79.00
374,79.00,30,1,28371,0,0,79.00
375,79.00,30,1,28401,0,0,79.00
376,79.00,30,1,28431,0,0,79.00
377,79.00,30,1,28461,0,0,79.00
378,79.00,30,1,28491,0,0,79.00
379,79.00,30,1,28521,0,0,79.00
380,79.00,30,1,28552,0,0,78.50
381,79.00,30,1,28582,0,0,79.00
382,79.00,30,1,28612,0,0,79.00
383,79.00,30,1,28642,0,0,79.00
384,79.00,30,1,28672,0,0,79.00
385,79.00,30,1,28702,0,0,79.00
386,79.00,30,1,28732,0,0,79.00
387,79.00,30,1,28762,0,0,79.00
388,79.00,30,1,28792,0,0,79.00
389,79.00,30,1,28822,0,0,79.00
390,79.00,30,1,28852,0,0,79.00
391,79.00,30,1,28882,0,0,79.00
392,79.00,30,1,28912,0,0,79.00
393,79.00,30,1,28942,0,0,79.00
394,79.00,30,1,28972,0,0,79.00
395,79.00,30,1,29002,0,0,79.00
396,79.00,30,1,29032,0,0,79.00
397,79.00,30,1,29062,0,0,79.00
398,79.00,30,1,29092,0,0,79.00
399,79.00,30,1,29122,0,0,79.00
400,79.00,30,1,29152,0,0,79.00
401,79.00,30,1,29182,0,0,79.00
402,79.00,30,1,29212,0,0,79.00
403,79.00,30,1,29242,0,0,79.00
404,79.00,30,1,29272,0,0,79.00
405,79.00,30,1,29302,0,0,79.00
406,79.00,30,1,29332,0,0,79.00
407,79.00,30,1,29362,0,0,79.00
408,79.00,30,1,29392,0,0,79.00
409,79.00,30,1,29422,0,0,79.00
410,79.00,30,1,29452,0,0,79.00
411,79.00,30,1,29482,0,0,79.00
412,79.00,30,1,29512,0,0,79.00
413,79.00,30,1,29542,0,0,79.00
414,79.00,30,1,29572,0,0,79.00
415,79.00,30,1,29602,0,0,79.00
416,79.00,30,1,29632,0,0,79.00
417,79.00,30,1,29662,0,0,79.00
418,79.00,30,1,29692,0,0,79.00
419,79.00,30,1,29722,0,0,79.00
420,79.00,30,1,29752,0,0,79.00
421,79.00,30,1,29782,0,0,79.00
422,79.00,30,1,29812,0,0,79.00
423,79.00,30,1,29842,0,0,79.00
424,79.00,30,1,29872,0,0,79.00
425,79.00,30,1,29902,0,0,79.00
426,79.00,30,1,29932,0,0,79.00
427,79.00,30,1,29962,0,0,79.00
428,79.00,30,1,29992,0,0,79.00
429,79.00,30,1,30022,0,0,79.00
430,79.00,30,1,30052,0,0,79.00
431,79.00,30,1,30082,0,0,79.00
432,79.00,30,1,30112,0,0,79.00
433,79.00,30,1,30142,0,0,79.00
434,79.00,30,1,30172,0,0,79.00
435,79.00,30,1,30202,0,0,79.00
436,79.00,30,1,30232,0,0,79.00
437,79.00,30,1,30262,0,0,79.00
438,79.00,30,1,30292,0,0,79.00
439,79.00,30,1,30322,0,0,79.00
440,79.00,30,1,30352,0,0,79.00
441,79.00,30,1,30382,0,0,79.00
442,79.00,30,1,30412,0,0,79.00
443,79.00,30,1,30442,0,0,79.00
444,79.00,30,1,30472,0,0,79.00
445,79.00,30,1,30502,0,0,79.00
446,79.00,30,1,30532,0,0,79.00
447,79.00,30,1,30562,0,0,79.00
448,79.00,30,1,30592,0,0,79.00
449,79.00,30,1,30622,0,0,79.00
450,79.00,30,1,30652,0,0,79.00
451,79.00,30,1,30682,0,0,79.00
452,79.00,30,1,30712,0,0,79.00
453,79.00,30,1,30742,0,0,79.00
454,79.00,30,1,30772,0,0,79.00
455,79.00,30,1,30802,0,0,79.00
456,79.00,30,1,30832,0,0,79.00
457,79.00,30,1,30862,0,0,79.00
458,79.00,30,1,30892,0,0,79.00
459,79.00,30,1,30922,0,0,79.00
460,79.00,30,1,30954,0,0,79.00
461,79.00,30,1,30988,0,0,79.00
462,79.00,30,1,31018,0,0,79.00
463,79.00,30,1,31048,0,0,79.00
464,79.00,30,1,31078,0,0,79.00
465,79.00,30,1,31108,0,0,79.00
466,79.00,30,1,31138,0,0,79.00
467,79.00,30,1,31168,0,0,79.00
468,79.00,30,1,31198,0,0,79.00
469,79.00,30,1,31228,0,0,79.00
470,79.00,30,1,31258,0,0,79.00
471,79.00,30,1,31288,0,0,79.00
472,79.00,30,1,31318,0,0,79.00
473,79.00,30,1,31348,0,0,79.00
474,79.00,30,1,31378,0,0,79.00
475,79.00,30,1,31408,0,0,79.00
476,79.00,30,1,31438,0,0,79.00
477,79.00,30,1,31470,0,0,79.00
478,79.00,30,1,31500,0,0,79.00
479,79.00,30,1,31532,0,0,79.00
480,79.00,30,1,31562,0,0,79.00
481,79.00,30,1,31592,0,0,79.00
482,79.00,30,1,31622,0,0,79.00
483,79.00,30,1,31652,0,0,79.00
484,79.00,30,1,31682,0,0,79.00
485,79.00,30,1,31712,0,0,79.00
486,79.00,30,1,31742,0,0,79.00
487,79.00,30,1,31772,0,0,79.00
488,79.00,30,1,31802,0,0,79.00
489,79.00,30,1,31832,0,0,79.00
490,79.00,30,1,31862,0,0,79.00
491,79.00,30,1,31892,0,0,79.00
492,79.00,30,1,31922,0,0,79.00
493,79.00,30,1,31952,0,0,79.00
494,79.00,30,1,31982,0,0,79.00
495,79.00,30,1,32012,0,0,79.00
496,79.00,30,1,32042,0,0,79.00
497,79.00,30,1,32072,0,0,79.00
498,79.00,30,1,32104,0,0,79.00
499,79.00,30,1,32134,0,0,79.00
500,79.00,30,1,32164,0,0,79.00
501,79.00,30,1,32194,0,0,79.00
502,79.00,30,1,32224,0,0,79.00
503,79.00,30,1,32254,0,0,79.00
504,79.00,30,1,32284,0,0,79.00
505,79.00,30,1,32314,0,0,79.00
506,79.00,30,1,32344,0,0,79.00
507,79.00,30,1,32374,0,0,79.00
508,79.00,30,1,32404,0,0,79.00
509,79.00,30,1,32434,0,0,79.00
510,79.00,30,1,32464,0,0,79.00
511,79.00,30,1,32494,0,0,79.00
512,79.00,30,1,32524,0,0,79.00
513,79.00,30,1,32554,0,0,79.00
514,79.00,30,1,32584,0,0,79.00
515,79.00,30,1,32614,0,0,79.00
516,79.00,30,1,32644,0,0,79.00
517,79.00,30,1,32674,0,0,79.00
518,79.00,30,1,32704,0,0,79.00
519,79.00,30,1,32734,0,0,79.00
520,79.00,30,1,32764,0,0,79.00
521,79.00,30,1,32794,0,0,79.00
522,79.00,30,1,32824,0,0,79.00
523,79.00,30,1,32854,0,0,79.00
524,79.00,30,1,32884,0,0,79.00
525,79.00,30,1,32914,0,0,79.00
526,79.00,30,1,32944,0,0,79.00
527,79.00,30,1,32974,0,0,79.00
528,79.00,30,1,33004,0,0,79.00
529,79.00,30,1,33034,0,0,79.00
530,79.00,30,1,33064,0,0,79.00
531,79.00,30,1,33094,0,0,79.00
532,79.00,30,1,33124,0,0,79.00
533,79.00,30,1,33154,0,0,79.00
534,79.00,30,1,33184,0,0,79.00
535,79.00,30,1,33214,0,0,79.00
536,79.00,30,1,33244,0,0,79.00
537,79.00,30,1,33274,0,0,79.00
538,79.00,30,1,33304,0,0,79.00
539,79.00,30,1,33334,0,0,79.00
540,79.00,30,1,33364,0,0,79.00
541,79.00,30,1,33394,0,0,79.00
542,79.00,30,1,33424,0,0,79.00
543,79.00,30,1,33454,0,0,79.00
544,79.00,30,1,33484,0,0,79.00
545,79.00,30,1,33514,0,0,79.00
546,79.00,30,1,33544,0,0,79.00
547,79.00,30,1,33574,0,0,79.00
548,79.00,30,1,33604,0,0,79.00
549,79.00,30,1,33634,0,0,79.00
550,79.00,30,1,33664,0,0,79.00
551,79.00,30,1,33694,0,0,79.00
552,79.00,30,1,33724,0,0,79.00
553,79.00,30,1,33754,0,0,79.00
554,79.00,30,1,33784,0,0,79.00
555,79.00,30,1,33814,0,0,79.00
556,79.00,30,1,33844,0,0,79.00
557,79.00,30,1,33874,0,0,79.00
558,79.00,30,1,33904,0,0,79.00
559,79.00,30,1,33934,0,0,79.00
560,79.00,30,1,33964,0,0,79.00
561,79.00,30,1,33994,0,0,79.00
562,79.00,30,1,34024,0,0,79.00
563,79.00,30,1,34054,0,0,79.00
564,79.00,30,1,34084,0,0,79.00
565,79.00,30,1,34114,0,0,79.00
566,79.00,30,1,34144,0,0,79.00
567,79.00,30,1,34174,0,0,79.00
568,79.00,30,1,34204,0,0,79.00
569,79.00,30,1,34234,0,0,79.00
570,79.00,30,1,34264,0,0,79.00
571,79.00,30,1,34294,0,0,79.00
572,79.00,30,1,34324,0,0,79.00
573,79.00,30,1,34354,0,0,79.00
574,79.00,30,1,34384,0,0,79.00
575,79.00,30,1,34414,0,0,79.00
576,79.00,30,1,34444,0,0,79.00
577,79.00,30,1,34474,0,0,79.00
578,79.00,30,1,34504,0,0,79.00
579,79.00,30,1,34534,0,0,79.00
580,79.00,30,1,34564,0,0,79.00
581,79.00,30,1,34594,0,0,79.00
582,79.00,30,1,34624,0,0,79.00
583,79.00,30,1,34654,0,0,79.00
584,79.00,30,1,34684,0,0,79.00
585,79.00,30,1,34714,0,0,79.00
586,79.00,30,1,34744,0,0,79.00
587,79.00,30,1,34774,0,0,79.00
588,79.00,30,1,34804,0,0,79.00
589,79.00,30,1,34834,0,0,79.00
590,79.00,30,1,34864,0,0,79.00
591,79.00,30,1,34894,0,0,79.00
592,79.00,30,1,34924,0,0,79.00
593,79.00,30,1,34954,0,0,79.00
594,79.00,30,1,34986,0,0,79.00
595,79.00,30,1,35016,0,0,79.00
596,79.00,30,1,35046,0,0,79.00
597,79.00,30,1,35076,0,0,79.00
598,79.00,30,1,35106,0,0,79.00
599,79.00,30,1,35136,0,0,79.00
600,79.00,30,1,35166,0,0,79.00
601,79.00,30,1,35196,0,0,79.00
602,79.00,30,1,35226,0,0,79.00
603,79.00,30,1,35256,0,0,79.00
604,79.00,30,1,35286,0,0,79.00
605,79.00,30,1,35316,0,0,79.00
606,79.00,30,1,35346,0,0,79.00
607,79.00,30,1,35376,0,0,79.00
608,79.00,30,1,35406,0,0,79.00
609,79.00,30,1,35436,0,0,79.00
610,79.00,30,1,35466,0,0,79.00
611,79.00,30,1,35496,0,0,79.00
612,79.00,30,1,35526,0,0,79.00
613,79.00,30,1,35556,0,0,79.00
614,79.00,30,1,35586,0,0,79.00
615,79.00,30,1,35616,0,0,79.00
616,79.00,30,1,35646,0,0,79.00
617,79.00,30,1,35676,0,0,79.00
618,79.00,30,1,35706,0,0,79.00
619,79.00,30,1,35736,0,0,79.00
620,79.00,30,1,35766,0,0,79.00
621,79.00,30,1,35796,0,0,79.00
622,79.00,30,1,35826,0,0,79.00
623,79.00,30,1,35856,0,0,79.00
624,79.00,30,1,35886,0,0,79.00
625,79.00,30,1,35916,0,0,79.00
626,79.00,30,1,35946,0,0,79.00
627,79.00,30,1,35976,0,0,79.00
628,79.00,30,1,36006,0,0,79.00
629,79.00,30,1,36036,0,0,79.00
630,79.00,30,1,36066,0,0,79.00
631,79.00,30,1,36096,0,0,79.00
632,79.00,30,1,36126,0,0,79.00
633,79.00,30,1,36156,0,0,79.00
634,79.00,30,1,36186,0,0,79.00
635,79.00,30,1,36216,0,0,79.00
636,79.00,30,1,36246,0,0,79.00
637,79.00,30,1,36276,0,0,79.00
638,79.00,30,1,36306,0,0,79.00
639,79.00,30,1,36338,0,0,79.00
640,79.00,30,1,36368,0,0,79.00
641,79.00,30,1,36398,0,0,79.00
642,79.00,30,1,36428,0,0,79.00
643,79.00,30,1,36458,0,0,79.00
644,79.00,30,1,36488,0,0,79.00
645,79.00,30,1,36522,0,0,79.00
646,79.00,30,1,36554,0,0,79.00
647,79.00,30,1,36584,0,0,79.00
648,79.00,30,1,36614,0,0,79.00
649,79.00,30,1,36644,0,0,79.00
650,79.00,30,1,36674,0,0,79.00
651,79.00,30,1,36704,0,0,79.00
652,79.00,30,1,36734,0,0,79.00
653,79.00,30,1,36764,0,0,79.00
654,79.00,30,1,36794,0,0,79.00
655,79.00,30,1,36824,0,0,79.00
656,79.00,30,1,36854,0,0,79.00
657,79.00,30,1,36884,0,0,79.00
658,79.00,30,1,36914,0,0,79.00
