episode,total_reward,steps,solved,timestep,final_dist,min_dist,train_reward
659,79.00,30,1,36944,0,0,79.00
660,79.00,30,1,36974,0,0,79.00
661,79.00,30,1,37004,0,0,79.00
662,79.00,30,1,37034,0,0,79.00
663,79.00,30,1,37064,0,0,79.00
664,79.00,30,1,37094,0,0,79.00
665,79.00,30,1,37124,0,0,79.00
666,79.00,30,1,37154,0,0,79.00
667,79.00,30,1,37184,0,0,79.00
668,79.00,30,1,37214,0,0,79.00
669,79.00,30,1,37244,0,0,79.00
670,79.00,30,1,37274,0,0,79.00
671,79.00,30,1,37304,0,0,79.00
672,79.00,30,1,37334,0,0,79.00
673,79.00,30,1,37364,0,0,79.00
674,79.00,30,1,37394,0,0,79.00
675,79.00,30,1,37424,0,0,79.00
676,79.00,30,1,37454,0,0,79.00
677,79.00,30,1,37484,0,0,79.00
678,79.00,30,1,37514,0,0,79.00
679,79.00,30,1,37544,0,0,79.00
680,79.00,30,1,37574,0,0,79.00
681,79.00,30,1,37604,0,0,79.00
682,79.00,30,1,37634,0,0,79.00
683,79.00,30,1,37664,0,0,79.00
684,79.00,30,1,37694,0,0,79.00
685,79.00,30,1,37724,0,0,79.00
686,79.00,30,1,37754,0,0,79.00
687,79.00,30,1,37784,0,0,79.00
688,79.00,30,1,37814,0,0,79.00
689,79.00,30,1,37844,0,0,79.00
690,79.00,30,1,37874,0,0,79.00
691,79.00,30,1,37904,0,0,79.00
692,79.00,30,1,37934,0,0,79.00
693,79.00,30,1,37964,0,0,79.00
694,79.00,30,1,37994,0,0,79.00
695,79.00,30,1,38024,0,0,79.00
696,79.00,30,1,38054,0,0,79.00
697,79.00,30,1,38084,0,0,79.00
698,79.00,30,1,38114,0,0,79.00
699,79.00,30,1,38144,0,0,79.00
700,79.00,30,1,38174,0,0,79.00
701,79.00,30,1,38206,0,0,79.00
702,79.00,30,1,38236,0,0,79.00
703,79.00,30,1,38266,0,0,79.00
704,79.00,30,1,38296,0,0,79.00
705,79.00,30,1,38326,0,0,79.00
706,79.00,30,1,38356,0,0,79.00
707,79.00,30,1,38386,0,0,79.00
708,79.00,30,1,38416,0,0,79.00
709,79.00,30,1,38446,0,0,79.00
710,79.00,30,1,38476,0,0,79.00
711,79.00,30,1,38506,0,0,79.00
712,79.00,30,1,38536,0,0,79.00
713,79.00,30,1,38566,0,0,79.00
714,79.00,30,1,38596,0,0,79.00
715,79.00,30,1,38626,0,0,79.00
716,79.00,30,1,38656,0,0,79.00
717,79.00,30,1,38686,0,0,79.00
718,79.00,30,1,38716,0,0,79.00
719,79.00,30,1,38746,0,0,79.00
720,79.00,30,1,38776,0,0,79.00
721,79.00,30,1,38806,0,0,79.00
722,79.00,30,1,38836,0,0,79.00
723,79.00,30,1,38866,0,0,79.00
724,79.00,30,1,38896,0,0,79.00
725,79.00,30,1,38926,0,0,79.00
726,79.00,30,1,38956,0,0,79.00
727,79.00,30,1,38986,0,0,79.00
728,79.00,30,1,39016,0,0,79.00
729,79.00,30,1,39046,0,0,79.00
730,79.00,30,1,39076,0,0,79.00
731,79.00,30,1,39106,0,0,79.00
732,79.00,30,1,39136,0,0,79.00
733,79.00,30,1,39166,0,0,79.00
734,79.00,30,1,39196,0,0,79.00
735,79.00,30,1,39226,0,0,79.00
736,79.00,30,1,39256,0,0,79.00
737,79.00,30,1,39286,0,0,79.00
738,79.00,30,1,39316,0,0,79.00
739,79.00,30,1,39346,0,0,79.00
740,79.00,30,1,39376,0,0,79.00
741,79.00,30,1,39406,0,0,79.00
742,79.00,30,1,39436,0,0,79.00
743,79.00,30,1,39466,0,0,79.00
744,79.00,30,1,39496,0,0,79.00
745,79.00,30,1,39526,0,0,79.00
746,79.00,30,1,39556,0,0,79.00
747,79.00,30,1,39586,0,0,79.00
748,79.00,30,1,39616,0,0,79.00
749,79.00,30,1,39646,0,0,79.00
750,79.00,30,1,39676,0,0,79.00
751,79.00,30,1,39706,0,0,79.00
752,79.00,30,1,39736,0,0,79.00
753,79.00,30,1,39766,0,0,79.00
754,79.00,30,1,39796,0,0,79.00
755,79.00,30,1,39826,0,0,79.00
756,79.00,30,1,39856,0,0,79.00
757,79.00,30,1,39886,0,0,79.00
758,79.00,30,1,39916,0,0,79.00
759,79.00,30,1,39946,0,0,79.00
760,79.00,30,1,39976,0,0,79.00
761,79.00,30,1,40006,0,0,79.00
762,79.00,30,1,40036,0,0,79.00
763,79.00,30,1,40066,0,0,79.00
764,79.00,30,1,40096,0,0,79.00
765,79.00,30,1,40126,0,0,79.00
766,79.00,30,1,40156,0,0,79.00
767,79.00,30,1,40186,0,0,79.00
768,79.00,30,1,40216,0,0,79.00
769,79.00,30,1,40246,0,0,79.00
770,79.00,30,1,40276,0,0,79.00
771,79.00,30,1,40306,0,0,79.00
772,79.00,30,1,40336,0,0,79.00
773,79.00,30,1,40368,0,0,79.00
774,79.00,30,1,40398,0,0,79.00
775,79.00,30,1,40428,0,0,79.00
776,79.00,30,1,40458,0,0,79.00
777,79.00,30,1,40488,0,0,79.00
778,79.00,30,1,40518,0,0,79.00
779,79.00,30,1,40548,0,0,79.00
780,79.00,30,1,40578,0,0,79.00
781,79.00,30,1,40608,0,0,79.00
782,79.00,30,1,40638,0,0,79.00
783,79.00,30,1,40668,0,0,79.00
784,79.00,30,1,40698,0,0,79.00
785,79.00,30,1,40728,0,0,79.00
786,79.00,30,1,40758,0,0,79.00
787,79.00,30,1,40788,0,0,79.00
788,79.00,30,1,40818,0,0,79.00
789,79.00,30,1,40848,0,0,79.00
790,79.00,30,1,40878,0,0,79.00
791,79.00,30,1,40908,0,0,79.00
792,79.00,30,1,40938,0,0,79.00
793,79.00,30,1,40968,0,0,79.00
794,79.00,30,1,40998,0,0,79.00
795,79.00,30,1,41028,0,0,79.00
796,79.00,30,1,41058,0,0,79.00
797,79.00,30,1,41088,0,0,79.00
798,79.00,30,1,41118,0,0,79.00
799,79.00,30,1,41148,0,0,79.00
800,79.00,30,1,41178,0,0,79.00
801,79.00,30,1,41208,0,0,79.00
802,79.00,30,1,41238,0,0,79.00
803,79.00,30,1,41268,0,0,79.00
804,79.00,30,1,41298,0,0,79.00
805,79.00,30,1,41328,0,0,79.00
806,79.00,30,1,41358,0,0,79.00
807,79.00,30,1,41388,0,0,79.00
808,79.00,30,1,41418,0,0,79.00
809,79.00,30,1,41448,0,0,79.00
810,79.00,30,1,41478,0,0,79.00
811,79.00,30,1,41508,0,0,79.00
812,79.00,30,1,41538,0,0,79.00
813,79.00,30,1,41568,0,0,79.00
814,79.00,30,1,41598,0,0,79.00
815,79.00,30,1,41628,0,0,79.00
816,79.00,30,1,41658,0,0,79.00
817,79.00,30,1,41688,0,0,79.00
818,79.00,30,1,41718,0,0,79.00
819,79.00,30,1,41748,0,0,79.00
820,79.00,30,1,41778,0,0,79.00
821,79.00,30,1,41808,0,0,79.00
822,79.00,30,1,41838,0,0,79.00
823,79.00,30,1,41868,0,0,79.00
824,79.00,30,1,41898,0,0,79.00
825,79.00,30,1,41928,0,0,79.00
826,79.00,30,1,41958,0,0,79.00
827,79.00,30,1,41988,0,0,79.00
828,79.00,30,1,42018,0,0,79.00
829,79.00,30,1,42048,0,0,79.00
830,79.00,30,1,42078,0,0,79.00
831,79.00,30,1,42108,0,0,79.00
832,79.00,30,1,42138,0,0,79.00
833,79.00,30,1,42168,0,0,79.00
834,79.00,30,1,42198,0,0,79.00
835,79.00,30,1,42228,0,0,79.00
836,79.00,30,1,42258,0,0,79.00
837,79.00,30,1,42288,0,0,79.00
838,79.00,30,1,42318,0,0,79.00
839,79.00,30,1,42348,0,0,79.00
840,79.00,30,1,42378,0,0,79.00
841,79.00,30,1,42408,0,0,79.00
842,79.00,30,1,42438,0,0,79.00
843,79.00,30,1,42468,0,0,79.00
844,79.00,30,1,42498,0,0,79.00
845,79.00,30,1,42528,0,0,79.00
846,79.00,30,1,42558,0,0,79.00
847,79.00,30,1,42588,0,0,79.00
848,79.00,30,1,42618,0,0,79.00
849,79.00,30,1,42648,0,0,79.00
850,79.00,30,1,42678,0,0,79.00
851,79.00,30,1,42708,0,0,79.00
852,79.00,30,1,42738,0,0,79.00
853,79.00,30,1,42768,0,0,79.00
854,79.00,30,1,42798,0,0,79.00
855,79.00,30,1,42828,0,0,79.00
856,79.00,30,1,42858,0,0,79.00
857,79.00,30,1,42888,0,0,79.00
858,79.00,30,1,42918,0,0,79.00
859,79.00,30,1,42948,0,0,79.00
860,79.00,30,1,42978,0,0,79.00
861,79.00,30,1,43008,0,0,79.00
862,79.00,30,1,43038,0,0,79.00
863,79.00,30,1,43068,0,0,79.00
864,79.00,30,1,43098,0,0,79.00
865,79.00,30,1,43128,0,0,79.00
866,79.00,30,1,43158,0,0,79.00
867,79.00,30,1,43188,0,0,79.00
868,79.00,30,1,43218,0,0,79.00
869,79.00,30,1,43248,0,0,79.00
870,79.00,30,1,43278,0,0,79.00
871,79.00,30,1,43308,0,0,79.00
872,79.00,30,1,43338,0,0,79.00
873,79.00,30,1,43368,0,0,79.00
874,79.00,30,1,43398,0,0,79.00
875,79.00,30,1,43428,0,0,79.00
876,79.00,30,1,43458,0,0,79.00
877,79.00,30,1,43488,0,0,79.00
878,79.00,30,1,43518,0,0,79.00
879,79.00,30,1,43548,0,0,79.00
880,79.00,30,1,43578,0,0,79.00
881,79.00,30,1,43608,0,0,79.00
882,79.00,30,1,43638,0,0,79.00
883,79.00,30,1,43668,0,0,79.00
884,79.00,30,1,43698,0,0,79.00
885,79.00,30,1,43728,0,0,79.00
886,79.00,30,1,43758,0,0,79.00
887,79.00,30,1,43788,0,0,79.00
888,79.00,30,1,43818,0,0,79.00
889,79.00,30,1,43848,0,0,79.00
890,79.00,30,1,43878,0,0,79.00
891,79.00,30,1,43908,0,0,79.00
892,79.00,30,1,43938,0,0,79.00
893,79.00,30,1,43968,0,0,79.00
894,79.00,30,1,43998,0,0,79.00
895,79.00,30,1,44028,0,0,79.00
896,79.00,30,1,44058,0,0,79.00
897,79.00,30,1,44088,0,0,79.00
898,79.00,30,1,44118,0,0,79.00
899,79.00,30,1,44148,0,0,79.00
900,79.00,30,1,44178,0,0,79.00
901,79.00,30,1,44208,0,0,79.00
902,79.00,30,1,44238,0,0,79.00
903,79.00,30,1,44268,0,0,79.00
904,79.00,30,1,44298,0,0,79.00
905,79.00,30,1,44328,0,0,79.00
906,79.00,30,1,44358,0,0,79.00
907,79.00,30,1,44388,0,0,79.00
908,79.00,30,1,44418,0,0,79.00
909,79.00,30,1,44448,0,0,79.00
910,79.00,30,1,44478,0,0,79.00
911,79.00,30,1,44508,0,0,79.00
912,79.00,30,1,44538,0,0,79.00
913,79.00,30,1,44568,0,0,79.00
914,79.00,30,1,44598,0,0,79.00
915,79.00,30,1,44628,0,0,79.00
916,79.00,30,1,44658,0,0,79.00
917,79.00,30,1,44690,0,0,79.00
918,79.00,30,1,44720,0,0,79.00
919,79.00,30,1,44750,0,0,79.00
920,79.00,30,1,44780,0,0,79.00
921,79.00,30,1,44810,0,0,79.00
922,79.00,30,1,44840,0,0,79.00
923,79.00,30,1,44870,0,0,79.00
924,79.00,30,1,44900,0,0,79.00
925,79.00,30,1,44930,0,0,79.00
926,79.00,30,1,44960,0,0,79.00
927,79.00,30,1,44990,0,0,79.00
928,79.00,30,1,45020,0,0,79.00
929,79.00,30,1,45050,0,0,79.00
930,79.00,30,1,45080,0,0,79.00
931,79.00,30,1,45110,0,0,79.00
932,79.00,30,1,45140,0,0,79.00
933,79.00,30,1,45170,0,0,79.00
934,79.00,30,1,45200,0,0,79.00
935,79.00,30,1,45230,0,0,79.00
936,79.00,30,1,45260,0,0,79.00
937,79.00,30,1,45290,0,0,79.00
938,79.00,30,1,45320,0,0,79.00
939,79.00,30,1,45350,0,0,79.00
940,79.00,30,1,45380,0,0,79.00
941,79.00,30,1,45410,0,0,79.00
942,79.00,30,1,45440,0,0,79.00
943,79.00,30,1,45470,0,0,79.00
944,79.00,30,1,45500,0,0,79.00
945,79.00,30,1,45530,0,0,79.00
946,79.00,30,1,45560,0,0,79.00
947,79.00,30,1,45590,0,0,79.00
948,79.00,30,1,45620,0,0,79.00
949,79.00,30,1,45650,0,0,79.00
950,79.00,30,1,45680,0,0,79.00
951,79.00,30,1,45710,0,0,79.00
952,79.00,30,1,45740,0,0,79.00
953,79.00,30,1,45770,0,0,79.00
954,79.00,30,1,45800,0,0,79.00
955,79.00,30,1,45830,0,0,79.00
956,79.00,30,1,45860,0,0,79.00
957,79.00,30,1,45890,0,0,79.00
958,79.00,30,1,45920,0,0,79.00
959,79.00,30,1,45950,0,0,79.00
960,79.00,30,1,45980,0,0,79.00
961,79.00,30,1,46010,0,0,79.00
962,79.00,30,1,46040,0,0,79.00
963,79.00,30,1,46070,0,0,79.00
964,79.00,30,1,46100,0,0,79.00
965,79.00,30,1,46130,0,0,79.00
966,79.00,30,1,46160,0,0,79.00
967,79.00,30,1,46190,0,0,79.00
968,79.00,30,1,46220,0,0,79.00
969,79.00,30,1,46250,0,0,79.00
970,79.00,30,1,46280,0,0,79.00
971,79.00,30,1,46310,0,0,79.00
972,79.00,30,1,46340,0,0,79.00
973,79.00,30,1,46370,0,0,79.00
974,79.00,30,1,46400,0,0,79.00
975,79.00,30,1,46430,0,0,79.00
976,79.00,30,1,46460,0,0,79.00
977,79.00,30,1,46490,0,0,79.00
978,79.00,30,1,46520,0,0,79.00
979,79.00,30,1,46550,0,0,79.00
980,79.00,30,1,46580,0,0,79.00
981,79.00,30,1,46610,0,0,79.00
982,79.00,30,1,46640,0,0,79.00
983,79.00,30,1,46670,0,0,79.00
984,79.00,30,1,46700,0,0,79.00
985,79.00,30,1,46730,0,0,79.00
986,79.00,30,1,46760,0,0,79.00
987,79.00,30,1,46790,0,0,79.00
988,79.00,30,1,46820,0,0,79.00
989,79.00,30,1,46850,0,0,79.00
990,79.00,30,1,46880,0,0,79.00
991,79.00,30,1,46910,0,0,79.00
992,79.00,30,1,46940,0,0,79.00
993,79.00,30,1,46970,0,0,79.00
994,79.00,30,1,47000,0,0,79.00
995,79.00,30,1,47030,0,0,79.00
996,79.00,30,1,47060,0,0,79.00
997,79.00,30,1,47090,0,0,79.00
998,79.00,30,1,47120,0,0,79.00
999,79.00,30,1,47150,0,0,79.00
1000,79.00,30,1,47180,0,0,79.00
1001,79.00,30,1,47210,0,0,79.00
1002,79.00,30,1,47242,0,0,79.00
1003,79.00,30,1,47272,0,0,79.00
1004,79.00,30,1,47302,0,0,79.00
1005,79.00,30,1,47332,0,0,79.00
1006,79.00,30,1,47364,0,0,79.00
1007,79.00,30,1,47394,0,0,79.00
1008,79.00,30,1,47424,0,0,79.00
1009,79.00,30,1,47454,0,0,79.00
1010,79.00,30,1,47484,0,0,79.00
1011,79.00,30,1,47514,0,0,79.00
1012,79.00,30,1,47544,0,0,79.00
1013,79.00,30,1,47574,0,0,79.00
1014,79.00,30,1,47604,0,0,79.00
1015,79.00,30,1,47634,0,0,79.00
1016,79.00,30,1,47664,0,0,79.00
1017,79.00,30,1,47694,0,0,79.00
1018,79.00,30,1,47724,0,0,79.00
1019,79.00,30,1,47754,0,0,79.00
1020,79.00,30,1,47784,0,0,79.00
1021,79.00,30,1,47814,0,0,79.00
1022,79.00,30,1,47844,0,0,79.00
1023,79.00,30,1,47874,0,0,79.00
1024,79.00,30,1,47904,0,0,79.00
1025,79.00,30,1,47934,0,0,79.00
1026,79.00,30,1,47964,0,0,79.00
1027,79.00,30,1,47994,0,0,79.00
1028,79.00,30,1,48024,0,0,79.00
1029,79.00,30,1,48054,0,0,79.00
1030,79.00,30,1,48084,0,0,79.00
1031,79.00,30,1,48114,0,0,79.00
1032,79.00,30,1,48144,0,0,79.00
1033,79.00,30,1,48174,0,0,79.00
1034,79.00,30,1,48204,0,0,79.00
1035,79.00,30,1,48234,0,0,79.00
1036,79.00,30,1,48268,0,0,79.00
1037,79.00,30,1,48298,0,0,79.00
1038,79.00,30,1,48328,0,0,79.00
1039,79.00,30,1,48358,0,0,79.00
1040,79.00,30,1,48388,0,0,79.00
1041,79.00,30,1,48418,0,0,79.00
1042,79.00,30,1,48448,0,0,79.00
1043,79.00,30,1,48478,0,0,79.00
1044,79.00,30,1,48508,0,0,79.00
1045,79.00,30,1,48538,0,0,79.00
1046,79.00,30,1,48568,0,0,79.00
1047,79.00,30,1,48598,0,0,79.00
1048,79.00,30,1,48628,0,0,79.00
1049,79.00,30,1,48658,0,0,79.00
1050,79.00,30,1,48688,0,0,79.00
1051,79.00,30,1,48718,0,0,79.00
1052,79.00,30,1,48748,0,0,79.00
1053,79.00,30,1,48778,0,0,79.00
1054,79.00,30,1,48808,0,0,79.00
1055,79.00,30,1,48838,0,0,79.00
1056,79.00,30,1,48868,0,0,79.00
1057,79.00,30,1,48898,0,0,79.00
1058,79.00,30,1,48930,0,0,79.00
1059,79.00,30,1,48960,0,0,79.00
1060,79.00,30,1,48990,0,0,79.00
1061,79.00,30,1,49020,0,0,79.00
1062,79.00,30,1,49050,0,0,79.00
1063,79.00,30,1,49080,0,0,79.00
1064,79.00,30,1,49110,0,0,79.00
1065,79.00,30,1,49140,0,0,79.00
1066,79.00,30,1,49170,0,0,79.00
1067,79.00,30,1,49200,0,0,79.00
1068,79.00,30,1,49230,0,0,79.00
1069,79.00,30,1,49260,0,0,79.00
1070,79.00,30,1,49290,0,0,79.00
1071,79.00,30,1,49320,0,0,79.00
1072,79.00,30,1,49350,0,0,79.00
1073,79.00,30,1,49380,0,0,79.00
1074,79.00,30,1,49410,0,0,79.00
1075,79.00,30,1,49440,0,0,79.00
1076,79.00,30,1,49470,0,0,79.00
1077,79.00,30,1,49500,0,0,79.00
1078,79.00,30,1,49530,0,0,79.00
1079,79.00,30,1,49560,0,0,79.00
1080,79.00,30,1,49590,0,0,79.00
1081,79.00,30,1,49620,0,0,79.00
1082,79.00,30,1,49650,0,0,79.00
1083,79.00,30,1,49680,0,0,79.00
1084,79.00,30,1,49710,0,0,79.00
1085,79.00,30,1,49740,0,0,79.00
1086,79.00,30,1,49770,0,0,79.00
1087,79.00,30,1,49800,0,0,79.00
1088,79.00,30,1,49830,0,0,79.00
1089,79.00,30,1,49860,0,0,79.00
1090,79.00,30,1,49890,0,0,79.00
1091,79.00,30,1,49920,0,0,79.00
1092,79.00,30,1,49950,0,0,79.00
1093,79.00,30,1,49980,0,0,79.00
1094,79.00,30,1,50010,0,0,79.00
1095,79.00,30,1,50040,0,0,79.00
1096,79.00,30,1,50070,0,0,79.00
1097,79.00,30,1,50100,0,0,79.00
1098,79.00,30,1,50130,0,0,79.00
1099,79.00,30,1,50160,0,0,79.00
1100,79.00,30,1,50190,0,0,79.00
1101,79.00,30,1,50220,0,0,79.00
1102,79.00,30,1,50250,0,0,79.00
1103,79.00,30,1,50280,0,0,79.00
1104,79.00,30,1,50310,0,0,79.00
1105,79.00,30,1,50340,0,0,79.00
1106,79.00,30,1,50372,0,0,79.00
1107,79.00,30,1,50402,0,0,79.00
1108,79.00,30,1,50432,0,0,79.00
1109,79.00,30,1,50462,0,0,79.00
1110,79.00,30,1,50492,0,0,79.00
1111,79.00,30,1,50522,0,0,79.00
1112,79.00,30,1,50552,0,0,79.00
1113,79.00,30,1,50582,0,0,79.00
1114,79.00,30,1,50612,0,0,79.00
1115,79.00,30,1,50642,0,0,79.00
1116,79.00,30,1,50672,0,0,79.00
1117,79.00,30,1,50702,0,0,79.00
1118,79.00,30,1,50732,0,0,79.00
1119,79.00,30,1,50762,0,0,79.00
1120,79.00,30,1,50792,0,0,79.00
1121,79.00,30,1,50822,0,0,79.00
1122,79.00,30,1,50852,0,0,79.00
1123,79.00,30,1,50882,0,0,79.00
1124,79.00,30,1,50912,0,0,79.00
1125,79.00,30,1,50942,0,0,79.00
1126,79.00,30,1,50972,0,0,79.00
1127,79.00,30,1,51002,0,0,79.00
1128,79.00,30,1,51032,0,0,79.00
1129,79.00,30,1,51062,0,0,79.00
1130,79.00,30,1,51092,0,0,79.00
1131,79.00,30,1,51122,0,0,79.00
1132,79.00,30,1,51152,0,0,79.00
1133,79.00,30,1,51182,0,0,79.00
1134,79.00,30,1,51212,0,0,79.00
1135,79.00,30,1,51242,0,0,79.00
1136,79.00,30,1,51272,0,0,79.00
1137,79.00,30,1,51302,0,0,79.00
1138,79.00,30,1,51332,0,0,79.00
1139,79.00,30,1,51362,0,0,79.00
1140,79.00,30,1,51392,0,0,79.00
1141,79.00,30,1,51422,0,0,79.00
1142,79.00,30,1,51452,0,0,79.00
1143,79.00,30,1,51482,0,0,79.00
1144,79.00,30,1,51512,0,0,79.00
1145,79.00,30,1,51542,0,0,79.00
1146,79.00,30,1,51572,0,0,79.00
1147,79.00,30,1,51602,0,0,79.00
1148,79.00,30,1,51632,0,0,79.00
1149,79.00,30,1,51662,0,0,79.00
1150,79.00,30,1,51692,0,0,79.00
1151,79.00,30,1,51722,0,0,79.00
1152,79.00,30,1,51752,0,0,79.00
1153,79.00,30,1,51782,0,0,79.00
1154,79.00,30,1,51812,0,0,79.00
1155,79.00,30,1,51842,0,0,79.00
1156,79.00,30,1,51872,0,0,79.00
1157,79.00,30,1,51902,0,0,79.00
1158,79.00,30,1,51934,0,0,79.00
1159,79.00,30,1,51964,0,0,79.00
1160,79.00,30,1,51996,0,0,79.00
1161,79.00,30,1,52026,0,0,79.00
1162,79.00,30,1,52056,0,0,79.00
1163,79.00,30,1,52086,0,0,79.00
1164,79.00,30,1,52116,0,0,79.00
1165,79.00,30,1,52146,0,0,79.00
1166,79.00,30,1,52176,0,0,79.00
1167,79.00,30,1,52206,0,0,79.00
1168,79.00,30,1,52236,0,0,79.00
1169,79.00,30,1,52266,0,0,79.00
1170,79.00,30,1,52296,0,0,79.00
1171,79.00,30,1,52326,0,0,79.00
1172,79.00,30,1,52356,0,0,79.00
1173,79.00,30,1,52386,0,0,79.00
1174,79.00,30,1,52417,0,0,78.50
1175,79.00,30,1,52447,0,0,79.00
1176,79.00,30,1,52477,0,0,79.00
1177,79.00,30,1,52507,0,0,79.00
1178,79.00,30,1,52538,0,0,78.50
1179,79.00,30,1,52568,0,0,79.00
1180,79.00,30,1,52598,0,0,79.00
1181,79.00,30,1,52628,0,0,79.00
1182,79.00,30,1,52658,0,0,79.00
1183,79.00,30,1,52688,0,0,79.00
1184,79.00,30,1,52718,0,0,79.00
1185,79.00,30,1,52748,0,0,79.00
1186,79.00,30,1,52778,0,0,79.00
1187,79.00,30,1,52809,0,0,78.50
1188,79.00,30,1,52839,0,0,79.00
1189,79.00,30,1,52869,0,0,79.00
1190,79.00,30,1,52899,0,0,79.00
1191,79.00,30,1,52929,0,0,79.00
1192,79.00,30,1,52959,0,0,79.00
1193,79.00,30,1,52989,0,0,79.00
1194,79.00,30,1,53019,0,0,79.00
1195,79.00,30,1,53049,0,0,79.00
1196,79.00,30,1,53079,0,0,79.00
1197,79.00,30,1,53109,0,0,79.00
1198,79.00,30,1,53139,0,0,79.00
1199,79.00,30,1,53171,0,0,79.00
1200,79.00,30,1,53201,0,0,79.00
1201,79.00,30,1,53231,0,0,79.00
1202,79.00,30,1,53261,0,0,79.00
1203,79.00,30,1,53291,0,0,79.00
1204,79.00,30,1,53321,0,0,79.00
1205,79.00,30,1,53351,0,0,79.00
1206,79.00,30,1,53381,0,0,79.00
1207,79.00,30,1,53411,0,0,79.00
1208,79.00,30,1,53441,0,0,79.00
1209,79.00,30,1,53471,0,0,79.00
1210,79.00,30,1,53501,0,0,79.00
1211,79.00,30,1,53531,0,0,79.00
1212,79.00,30,1,53561,0,0,79.00
1213,79.00,30,1,53591,0,0,79.00
1214,79.00,30,1,53621,0,0,79.00
1215,79.00,30,1,53651,0,0,79.00
1216,79.00,30,1,53681,0,0,79.00
1217,79.00,30,1,53711,0,0,79.00
1218,79.00,30,1,53741,0,0,79.00
1219,79.00,30,1,53771,0,0,79.00
1220,79.00,30,1,53801,0,0,79.00
1221,79.00,30,1,53831,0,0,79.00
1222,79.00,30,1,53861,0,0,79.00
1223,79.00,30,1,53891,0,0,79.00
1224,79.00,30,1,53921,0,0,79.00
1225,79.00,30,1,53951,0,0,79.00
1226,79.00,30,1,53981,0,0,79.00
1227,79.00,30,1,54011,0,0,79.00
1228,79.00,30,1,54041,0,0,79.00
1229,79.00,30,1,54071,0,0,79.00
1230,79.00,30,1,54101,0,0,79.00
1231,79.00,30,1,54131,0,0,79.00
1232,79.00,30,1,54161,0,0,79.00
1233,79.00,30,1,54191,0,0,79.00
1234,79.00,30,1,54221,0,0,79.00
1235,79.00,30,1,54251,0,0,79.00
1236,79.00,30,1,54281,0,0,79.00
1237,79.00,30,1,54311,0,0,79.00
1238,79.00,30,1,54341,0,0,79.00
1239,79.00,30,1,54371,0,0,79.00
1240,79.00,30,1,54401,0,0,79.00
1241,79.00,30,1,54431,0,0,79.00
1242,79.00,30,1,54461,0,0,79.00
1243,79.00,30,1,54491,0,0,79.00
1244,79.00,30,1,54521,0,0,79.00
1245,79.00,30,1,54551,0,0,79.00
1246,79.00,30,1,54581,0,0,79.00
1247,79.00,30,1,54611,0,0,79.00
1248,79.00,30,1,54641,0,0,79.00
1249,79.00,30,1,54671,0,0,79.00
1250,79.00,30,1,54701,0,0,79.00
1251,79.00,30,1,54731,0,0,79.00
1252,79.00,30,1,54761,0,0,79.00
1253,79.00,30,1,54791,0,0,79.00
1254,79.00,30,1,54821,0,0,79.00
1255,79.00,30,1,54851,0,0,79.00
1256,79.00,30,1,54881,0,0,79.00
1257,79.00,30,1,54911,0,0,79.00
1258,79.00,30,1,54941,0,0,79.00
1259,79.00,30,1,54971,0,0,79.00
1260,79.00,30,1,55001,0,0,79.00
1261,79.00,30,1,55031,0,0,79.00
1262,79.00,30,1,55061,0,0,79.00
1263,79.00,30,1,55091,0,0,79.00
1264,79.00,30,1,55121,0,0,79.00
1265,79.00,30,1,55151,0,0,79.00
1266,79.00,30,1,55181,0,0,79.00
1267,79.00,30,1,55211,0,0,79.00
1268,79.00,30,1,55241,0,0,79.00
1269,79.00,30,1,55271,0,0,79.00
1270,79.00,30,1,55301,0,0,79.00
1271,79.00,30,1,55331,0,0,79.00
1272,79.00,30,1,55361,0,0,79.00
1273,79.00,30,1,55391,0,0,79.00
1274,79.00,30,1,55421,0,0,79.00
1275,79.00,30,1,55451,0,0,79.00
1276,79.00,30,1,55481,0,0,79.00
1277,79.00,30,1,55511,0,0,79.00
1278,79.00,30,1,55541,0,0,79.00
1279,79.00,30,1,55571,0,0,79.00
1280,79.00,30,1,55601,0,0,79.00
1281,79.00,30,1,55631,0,0,79.00
1282,79.00,30,1,55661,0,0,79.00
1283,79.00,30,1,55691,0,0,79.00
1284,79.00,30,1,55721,0,0,79.00
1285,79.00,30,1,55751,0,0,79.00
1286,79.00,30,1,55781,0,0,79.00
1287,79.00,30,1,55811,0,0,79.00
1288,79.00,30,1,55841,0,0,79.00
1289,79.00,30,1,55871,0,0,79.00
1290,79.00,30,1,55901,0,0,79.00
1291,79.00,30,1,55931,0,0,79.00
1292,79.00,30,1,55961,0,0,79.00
1293,79.00,30,1,55993,0,0,79.00
1294,79.00,30,1,56023,0,0,79.00
1295,79.00,30,1,56053,0,0,79.00
1296,79.00,30,1,56083,0,0,79.00
1297,79.00,30,1,56113,0,0,79.00
1298,79.00,30,1,56143,0,0,79.00
1299,79.00,30,1,56173,0,0,79.00
1300,79.00,30,1,56203,0,0,79.00
1301,79.00,30,1,56233,0,0,79.00
1302,79.00,30,1,56263,0,0,79.00
1303,79.00,30,1,56293,0,0,79.00
1304,79.00,30,1,56323,0,0,79.00
1305,79.00,30,1,56353,0,0,79.00
1306,79.00,30,1,56383,0,0,79.00
1307,79.00,30,1,56413,0,0,79.00
1308,79.00,30,1,56443,0,0,79.00
