episode,total_reward,steps,solved,timestep,final_dist,min_dist,train_reward
51,30.00,2500,0,127500,18,18,30.00
52,24.00,2500,0,130000,24,23,30.00
53,24.00,2500,0,132500,24,23,24.00
54,22.00,2500,0,135000,26,25,26.00
55,22.00,2500,0,137500,26,25,23.50
56,30.00,2500,0,140000,18,18,30.00
57,30.00,2500,0,142500,18,18,28.50
58,30.00,2500,0,145000,18,18,30.00
59,30.00,2500,0,147500,18,18,30.00
60,30.00,2500,0,150000,18,18,30.00
61,-1207.50,2500,0,152500,23,18,22.50
62,26.00,2500,0,155000,22,21,-25.50
63,30.00,2500,0,157500,18,18,30.00
64,30.00,2500,0,160000,18,18,30.00
65,30.00,2500,0,162500,18,18,30.00
66,30.00,2500,0,165000,18,18,29.00
67,30.00,2500,0,167500,18,18,30.00
68,30.00,2500,0,170000,18,18,28.50
69,30.00,2500,0,172500,18,18,30.00
70,30.00,2500,0,175000,18,18,30.00
71,30.00,2500,0,177500,18,18,28.50
72,30.00,2500,0,180000,18,18,30.00
73,30.00,2500,0,182500,18,18,30.00
74,30.00,2500,0,185000,18,18,30.00
75,30.00,2500,0,187500,18,18,30.00
76,30.00,2500,0,190000,18,18,30.00
77,30.00,2500,0,192500,18,18,30.00
78,30.00,2500,0,195000,18,18,28.50
79,28.00,2500,0,197500,20,19,28.00
80,30.00,2500,0,200000,18,18,30.00
81,30.00,2500,0,202500,18,18,30.00
82,30.00,2500,0,205000,18,18,30.00
83,30.00,2500,0,207500,18,18,30.00
84,30.00,2500,0,210000,18,18,30.00
85,30.00,2500,0,212500,18,18,30.00
86,30.00,2500,0,215000,18,18,30.00
87,30.00,2500,0,217500,18,18,28.50
88,30.00,2500,0,220000,18,18,30.00
89,30.00,2500,0,222500,18,18,30.00
90,30.00,2500,0,225000,18,18,30.00
91,30.00,2500,0,227500,18,18,28.50
92,30.00,2500,0,230000,18,18,28.50
93,30.00,2500,0,232500,18,18,28.50
94,30.00,2500,0,235000,18,18,29.00
95,30.00,2500,0,237500,18,18,27.50
96,30.00,2500,0,240000,18,18,30.00
97,30.00,2500,0,242500,18,18,28.50
98,-1212.50,2500,0,245000,23,23,27.50
99,30.00,2500,0,247500,18,18,20.00
100,30.00,2500,0,250000,18,18,30.00
101,30.00,2500,0,252500,18,18,-7.50
102,30.00,2500,0,255000,18,18,30.00
103,30.00,2500,0,257500,18,18,30.00
104,30.00,2500,0,260000,18,18,30.00
105,30.00,2500,0,262500,18,18,30.00
106,-1212.50,2500,0,265000,23,23,28.50
107,30.00,2500,0,267500,18,18,27.50
108,24.00,2500,0,270000,24,24,30.00
109,24.00,2500,0,272500,24,24,30.00
110,24.00,2500,0,275000,24,23,-347.50
111,24.00,2500,0,277500,24,22,22.50
112,30.00,2500,0,280000,18,18,-13.50
113,30.00,2500,0,282500,18,18,30.00
114,22.00,2500,0,285000,26,25,28.50
115,22.00,2500,0,287500,26,25,29.00
116,30.00,2500,0,290000,18,18,30.00
117,26.00,2500,0,292500,22,22,30.00
118,-1223.00,2500,0,295000,30,30,29.00
119,30.00,2500,0,297500,18,18,29.00
120,30.00,2500,0,300000,18,18,30.00
121,30.00,2500,0,302500,18,18,30.00
122,18.00,2500,0,305000,30,29,30.00
123,30.00,2500,0,307500,18,18,30.00
124,30.00,2500,0,310000,18,18,30.00
125,30.00,2500,0,312500,18,18,30.00
126,30.00,2500,0,315000,18,18,11.00
127,30.00,2500,0,317500,18,18,30.00
128,30.00,2500,0,320000,18,18,30.00
129,30.00,2500,0,322500,18,18,-13.00
130,30.00,2500,0,325000,18,18,30.00
131,28.00,2500,0,327500,20,20,30.00
132,30.00,2500,0,330000,18,18,30.00
133,30.00,2500,0,332500,18,18,30.00
134,30.00,2500,0,335000,18,18,28.50
135,30.00,2500,0,337500,18,18,30.00
136,30.00,2500,0,340000,18,18,30.00
137,30.00,2500,0,342500,18,18,30.00
138,30.00,2500,0,345000,18,18,28.50
139,30.00,2500,0,347500,18,18,28.50
140,30.00,2500,0,350000,18,18,30.00
141,30.00,2500,0,352500,18,18,30.00
142,26.00,2500,0,355000,22,22,29.00
143,30.00,2500,0,357500,18,18,30.00
144,26.00,2500,0,360000,22,22,27.50
145,26.00,2500,0,362500,22,22,29.00
146,30.00,2500,0,365000,18,18,7.50
147,30.00,2500,0,367500,18,18,30.00
148,30.00,2500,0,370000,18,18,29.00
149,30.00,2500,0,372500,18,18,30.00
150,22.00,2500,0,375000,26,26,30.00
151,30.00,2500,0,377500,18,18,29.00
152,30.00,2500,0,380000,18,18,28.50
153,30.00,2500,0,382500,18,18,28.50
154,30.00,2500,0,385000,18,18,30.00
155,24.00,2500,0,387500,24,23,30.00
156,24.00,2500,0,390000,24,23,30.00
157,30.00,2500,0,392500,18,18,29.00
158,30.00,2500,0,395000,18,18,30.00
159,30.00,2500,0,397500,18,18,28.50
160,30.00,2500,0,400000,18,18,30.00
